	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT12	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18	gamma_T0vT18
pseudo_1951	1.960282128	0.854835321	1.96468527		2.548608064	1.69516853	2.768914413	
pseudo_1952	0.000725863	0.053508445	0.023398226		0.168418673	0.955398353	0.280264021	
pseudo_1953	0.025517837	0.012059316	0.041950012		0.595913422	1.981188078	1.408482133	
pseudo_1954	0.057401395	0.246765584	0.079425434		0.347509154	0.003445151	0.131339072	
pseudo_1955	0.988979107	0.009312946	0.558814516		0.094764215	0.073739302	0.098837764	
pseudo_1956	0.161533429	1.532303622	0.480680877		0.002545948	0.458700664	0.05492628	
pseudo_1957	0.109629677	0.02975885	0.071200448		0.798701437	0.403585308	0.014616904	
pseudo_1958	0.081931082	0.006346202	0.027950347		0.025984034	0.531150433	0.377424319	
pseudo_1959	0.230785607	2.865165651	1.460645798		0.108113617	1.32778686	0.516338754	
pseudo_196	0.03324992	0.117211326	0.038613494		1.129782823	0.033372911	0.263134367	
pseudo_1960	0.042435936	0.03413177	5.66E-06		0.316040607	0.001139332	0.164997736	
pseudo_1961	0.091666811	0.460849012	0.002733234		0.879603951	0.024809305	0.254733565	
pseudo_1962	2.028893709	0.001271292	0.878574483		0.120766502	0.064968763	0.077524929	
pseudo_1963	0.01093188	0.036354203	0.020275175		0.168079107	0.608855831	0.387513961	
pseudo_1964	0.103635822	0.04302917	0.097609888		0.02787581	0.055514362	0.018854458	
pseudo_1965	0.056425914	1.894080288	0.461574294		0.020871646	0.643128929	0.197313754	
pseudo_1966	0.000785941	0.171953234	0.056363331		0.004241756	0.757948894	0.262691751	
pseudo_1967	0.026206929	0.031282485	0.086609733		0.006399028	0.180491328	0.015142797	
pseudo_1968	0.434516311	0.189612383	0.40028037		0.012352679	0.30723813	0.129239136	
pseudo_1969	0.00781972	0.028535611	0.121621689		0.262362568	0.076878392	0.000625328	
pseudo_197	0.003293371	0.383284412	0.091235071		0.468605199	0.179250804	0.010107709	
pseudo_1970	0.014066994	0.083783325	0.042790209		0.077402269	0.017661141	0.06626644	
pseudo_1971	0.042902885	0.000967749	0.028228422		0.028683103	0.024726003	0.002635346	
pseudo_1972	0.160752093	1.302443652	0.357870291		0.001310682	0.159315064	0.080502642	
pseudo_1973	0.10169156	0.002281147	0.004160442		0.040600423	0.044631998	0.034467821	
pseudo_1974	0.374313619	0.165024622	0.645820989		1.200353465	0.536852913	0.894542185	
pseudo_1975	0.012699192	0.019684344	0.057706117		1.153147366	0.385184905	1.150095168	
pseudo_1976	0.002543889	0.078902594	0.041446404		0.09808277	0.068392568	0.141448429	
pseudo_1977	1.243636235	0.269247137	0.031270058		0.540622669	0.046929713	0.067546818	
pseudo_1978	0.084652561	0.132043455	0.069725778		0.201683913	0.205120317	0.313832039	
pseudo_1979	0.176756503	0.009020745	0.068691079		0.388216911	0.028865633	0.077574011	
pseudo_198	0.485799507	0.300304439	0.45642114		0.351919452	0.71015237	0.599552393	
pseudo_1980	0.209497304	0.065730314	0.006400795		0.088641779	0.012313314	0.021941971	
pseudo_1981	1.079077493	0.429757621	0.828069878		1.38423912	0.103760435	0.513374359	
pseudo_1982	0.09496295	0.164728753	0.141981632		0.174566692	0.314497133	0.289220823	
pseudo_1983	0.334791328	3.73E-05	0.211280654		0.440378344	0.089672385	0.109451959	
pseudo_1984	0.004642526	0.021749185	0.018561778		0.038422017	0.962176142	0.41148917	
pseudo_1985	0.062097509	0.320395238	0.036681974		0.020971864	1.479452568	0.331182458	
pseudo_1986	0.129128441	0.065583275	0.04319431		0.344281464	0.129187504	0.185875239	
pseudo_1987	0.296360135	0.094220048	0.219629226		0.026131052	0.299663201	0.027891608	
pseudo_1988	0.103160634	0.261263759	0.211748411		0.001630191	0.124750233	0.024611368	
pseudo_1989	0.127321444	0.223508921	0.276463566		0.026877851	0.164292093	0.44615868	
pseudo_199	0.070268798	2.097889775	0.504177484		0.056562797	2.972158858	0.749773948	
pseudo_1990	0.098936509	0.307208274	0.109848225		0.75897165	0.022944171	0.351435627	
pseudo_1991	0.048493498	0.138884705	0.032081232		0.00064023	0.011549052	0.067071925	
pseudo_1992	0.092717855	0.077806986	0.023267824		0.512970714	1.687601057	1.34377572	
pseudo_1993	0.09160585	0.309050324	0.022985926		0.176377722	0.067289063	0.018725733	
pseudo_1994	0.003167358	0.997320591	0.275240639		0.049480824	0.453588486	0.019436902	
pseudo_1995	0.033240847	0.108004683	0.012405045		0.700711058	0.039409979	0.100878508	
pseudo_1996	0.139966292	0.112998965	0.001614029		0.06296303	0.00912404	0.010318572	
pseudo_1997	0.630271511	0.21154458	0.005693357		0.07371355	0.484532579	0.070461247	
pseudo_1998	1.32644977	0.130989187	0.420942635		0.185170525	0.317416252	0.345667895	
pseudo_1999	1.155097591	0.648783689	1.050478764		1.277201753	0.601643371	1.447656669	
pseudo_2	0.136297036	0.037059962	0.084106152		0.110054923	0.290659374	0.062501665	
pseudo_20	0.010068852	0.805434	0.131978221		0.05060997	0.032462525	0.02151965	
pseudo_200	0.053474255	0.975658713	0.383073555		0.1071141	0.130824364	0.153913195	
pseudo_2000	0.575189559	0.724512698	0.789469988		0.466317766	0.259788298	0.610155921	
pseudo_2001	2.078816871	2.12071157	2.965333386		2.448309346	2.898358378	4.051656946	
pseudo_2002	0.004232754	1.481497977	0.107419808		0.254738556	1.260448938	0.50938846	
pseudo_2003	1.430223159	0.011974343	0.552334309		0.93658339	0.065864523	0.576545645	
pseudo_2004	0.348360565	0.426415394	0.516929097		0.03823584	0.453480718	0.179860372	
pseudo_2005	0.068700617	0.150610573	0.387448797		0.362968945	0.23163655	0.298097777	
pseudo_2006	0.113315229	0.082158669	0.113960717		0.009211525	0.090604058	0.021915875	
pseudo_2007	0.186761226	0.305860514	0.138284153		0.418329666	0.120769999	0.247360624	
pseudo_2008	0.052783102	0.123802405	0.090889331		0.433735754	0.094335685	0.446716364	
pseudo_2009	0.004236079	0.020041208	0.005863925		0.128696692	0.035507855	0.056416697	
pseudo_201	0.037591689	0.053818741	0.055087813		0.032203162	0.154822667	0.119081807	
pseudo_2010	0.005469807	0.054814735	0.02590245		0.057814415	0.000697207	0.000556772	
pseudo_2011	1.158236962	0.039333821	0.645155705		0.134207899	0.041812135	0.001502867	
pseudo_2012	2.78503689	4.784487474	4.987067351		2.329775058	3.273148903	3.29093148	
pseudo_2013	0.080867587	1.05222637	0.406687462		0.061925291	0.10095991	0.002320407	
pseudo_2014	0.098264235	0.490436552	0.460470245		0.029239216	0.894953231	0.270710391	
pseudo_2015	5.34500377	7.748904627	8.284996799	Negative Control gene hit	0.735053603	0.183639603	0.433807989	
pseudo_2016	0.181908573	0.581877762	0.021476337		0.064944646	0.076915082	0.021505262	
pseudo_2017	0.145192329	0.464099083	0.000337871		0.005540213	0.029508934	0.367615141	
pseudo_2018	0.099273526	0.173022896	0.031191898		0.36311891	0.143254132	0.28020304	
pseudo_2019	2.604453435	4.641361156	4.938154385		0.981099312	2.081625995	1.868719578	
pseudo_202	0.223197195	0.059972797	0.030640252		0.034300157	0.093690781	0.009484788	
pseudo_2020	4.253339704	0.194517738	1.9178468		0.320394502	0.012919869	0.195156952	
pseudo_2021	0.067642916	0.654310598	0.487298605		0.029819245	0.629505537	0.147674295	
pseudo_2022	0.123650033	0.059931558	0.006880957		2.307866257	0.018800201	0.886311905	
pseudo_2023	0.061138748	0.002882257	0.026144515		0.068868849	0.010956165	0.004192513	
pseudo_2024	5.294574617	0.059374138	2.330175221		3.714617741	0.012626689	2.020408957	
pseudo_2025	0.585307696	0.923500461	0.644220693		1.117799409	0.41506036	0.614122272	
pseudo_2026	0.847397933	2.085878281	1.971080685		0.581652708	0.180295635	0.479322239	
pseudo_2027	0.067655612	0.310206951	0.156220399		0.770738481	0.237713824	0.010225873	
pseudo_2028	2.582325473	0.447548637	0.153855754		1.566656144	0.136152706	0.554847139	
pseudo_2029	0.56205521	0.043540323	0.365176311		0.223745159	0.212706305	0.192881551	
pseudo_203	0.042029747	0.045071992	0.003315483		0.118090514	0.348037112	0.000227257	
pseudo_2030	0.046323817	0.048330535	0.03084327		0.024092166	0.022849114	0.025549135	
pseudo_2031	0.630407043	1.102537005	0.95600308		0.918291098	1.528238632	2.356751137	
pseudo_2032	2.341655027	1.472921497	1.733980937		3.717370802	2.268640619	3.606095365	
pseudo_2033	2.325662461	3.601061244	3.745892811		1.836351165	3.393542411	2.927957122	
pseudo_2034	0.650597436	0.032904549	0.086338142		0.035408325	0.041914053	0.094719379	
pseudo_2035	0.388079235	2.305864822	1.715189621		0.292322419	0.491520366	0.496142872	
pseudo_2036	0.088595346	0.129918782	0.034907387		0.894836849	0.002111956	0.237129695	
pseudo_2037	0.006243578	0.241722696	0.109165045		0.792413547	0.028092627	0.249948672	
pseudo_2038	0.301851855	0.084834901	0.042992438		0.035129532	0.178598892	0.000763759	
pseudo_2039	0.522888437	0.075536763	0.065805225		0.202912439	0.067633633	0.092710953	
pseudo_204	0.045663261	0.108589901	0.017107748		0.00063451	0.269048513	0.017887342	
pseudo_2040	0.146206474	0.665433691	0.66710031		0.521408077	0.473063778	0.743840489	
pseudo_2041	0.236700074	0.237335574	0.025009226		0.052212966	1.47418232	0.355240769	
pseudo_2042	0.011363047	2.44591119	0.407033493		0.107872984	0.581768176	0.075127133	
pseudo_2043	0.201220342	0.015287728	0.020904652		0.010853402	1.088366043	0.289667099	
pseudo_2044	0.662358097	0.458558589	0.759708189		0.285608366	0.01360918	0.12168019	
pseudo_2045	0.273768662	0.406435468	0.907721318		0.055724052	0.141810851	0.015307207	
pseudo_2046	0.359735067	0.843354711	0.00876526		0.10269116	0.94006525	0.341020287	
pseudo_2047	0.115711567	0.018266603	0.01199705		0.214216842	0.039055358	0.137283118	
pseudo_2048	0.067429587	0.143293062	0.120118354		2.954092529	1.491800646	2.716138888	
pseudo_2049	0.011245375	1.398067938	0.21817485		0.408591356	0.035717716	0.247158335	
pseudo_205	0.113672572	0.143511454	0.177405609		0.265038196	0.049035103	0.261390469	
pseudo_2050	1.267459315	0.687745805	1.204573674		0.938309854	1.352339335	0.942088742	
pseudo_2051	0.313171642	0.805624255	0.556192716		0.140809306	0.374333036	0.106070577	
pseudo_2052	0.190868984	0.35727299	0.345808389		0.646154127	1.769582912	1.350317832	
pseudo_2053	0.066345391	0.076760405	0.264388279		0.311835887	0.189634861	0.344653322	
pseudo_2054	0.169339277	0.092806796	0.094201924		0.199846328	1.494804889	0.451755929	
pseudo_2055	0.057113168	0.083058236	0.087014204		1.109008745	0.181429438	0.418156965	
pseudo_2056	0.047963599	0.016161548	0.04521537		0.075103359	0.131958228	0.142238432	
pseudo_2057	0.050615484	0.020532171	0.094695386		0.063681041	0.762923655	0.876536891	
pseudo_2058	0.144098559	0.015628355	0.050224785		0.758458051	0.870272868	0.975795776	
pseudo_2059	0.045567833	0.031607313	0.012289967		0.029660517	0.003885752	0.076347721	
pseudo_206	0.246303632	0.299417086	0.142244919		0.008916276	0.873529256	0.519138321	
pseudo_2060	0.653826032	0.002636734	0.258108834		0.164448254	0.000100468	0.112024942	
pseudo_2061	0.192614939	0.70903086	0.61849732		0.017637549	0.000927509	0.031217451	
pseudo_2062	0.307341396	0.18701462	0.144417605		0.021780924	0.510343527	0.104415477	
pseudo_2063	0.681416277	0.376399102	0.778118581		1.043214636	0.872596625	1.100691044	
pseudo_2064	3.618938058	0.992362437	2.653254705		3.856845758	0.995810642	2.770543223	
pseudo_2065	0.006387288	0.09811992	0.056746841		0.000188555	0.03094128	0.009626045	
pseudo_2066	0.322926616	0.08480248	0.04366234		0.394210067	0.174379814	0.206123219	
pseudo_2067	0.005791934	0.036842493	0.037871843		0.025313199	0.101559363	0.099102815	
pseudo_2068	0.00058928	0.122962142	0.011644243		0.377663014	0.605956098	1.036927729	
pseudo_2069	0.012327357	0.098978351	0.025229803		0.21839438	0.10626305	0.011199846	
pseudo_207	0.460543543	2.468768531	1.554437988		0.940829468	1.49610103	1.490235509	
pseudo_2070	0.066057585	0.024704431	0.033930152		0.173435055	0.193572178	0.02819435	
pseudo_2071	2.03189586	8.626931864	5.352556421		2.113224192	6.23244467	5.15612175	
pseudo_2072	1.02303142	0.113454771	0.243046891		1.173145975	0.389208474	1.000393186	
pseudo_2073	0.5713178	0.035518344	0.154432832		0.192370217	0.203288775	0.364307002	
pseudo_2074	0.290374118	0.128759904	0.460123868		0.631288778	0.001212879	0.317221752	
pseudo_2075	0.014251567	0.164463613	0.071235426		0.014229266	0.22222998	0.000980648	
pseudo_2076	0.75104105	0.002947913	0.111426971		0.074428164	0.015522396	0.027509615	
pseudo_2077	0.139064896	0.190968095	0.134048435		0.087007724	0.118641584	0.081098995	
pseudo_2078	0.005991093	1.006362089	0.401934302		0.027939183	0.628368572	0.240999286	
pseudo_2079	0.050031706	0.041295494	0.015780526		0.20155186	0.012891498	0.251066502	
pseudo_208	0.139137111	0.02341991	0.075046085		0.061135478	0.23694533	0.15231	
pseudo_2080	0.047236258	0.153818388	0.01193818		0.074549047	0.07245492	0.109143791	
pseudo_2081	0.038610967	0.000188315	0.011079857		0.406369147	0.03148372	0.071448927	
pseudo_2082	0.746864073	0.060995533	0.228144808		0.583077365	0.027621955	0.397217407	
pseudo_2083	0.010704699	0.024797908	0.041088033		0.049201962	0.027021072	0.026063967	
pseudo_2084	4.762194423	1.052397391	3.911002486		3.485923714	0.613007939	2.17030977	
pseudo_2085	1.361450838	0.013154876	1.1227782		0.449591448	0.031563768	0.409978158	
pseudo_2086	0.020537303	0.272893313	0.107245931		0.067720505	0.538033526	0.141587418	
pseudo_2087	0.442483044	0.270715842	0.035740475		0.067339109	0.000224499	0.014059336	
pseudo_2088	0.252037715	0.48317852	0.463584598		0.007663585	0.007774323	0.008608841	
pseudo_2089	0.124445875	0.057150183	0.154397639		0.045681257	0.127675116	0.047831976	
pseudo_209	0.096637152	1.261929107	0.118942591		0.221383172	0.052202958	0.082036176	
pseudo_2090	0.238358239	0.162279087	0.014849904		0.224280279	0.237443433	0.247662055	
pseudo_2091	1.21424045	0.001639609	0.464718289		0.343685752	0.047490595	0.410096983	
pseudo_2092	0.015965079	0.306515973	0.203316862		0.053056872	0.006697439	0.153564395	
pseudo_2093	0.066148448	0.375790032	0.877554423		0.031858257	2.311104991	0.491147672	
pseudo_2094	0.031907823	0.716865783	0.165966602		0.214362549	0.088943021	0.108821126	
pseudo_2095	0.041413335	0.15761164	0.042457805		0.193075283	0.101102848	0.123031493	
pseudo_2096	0.013234811	0.534388969	0.09695287		0.115110183	0.08765985	0.128940608	
pseudo_2097	1.240269401	0.544510345	1.102514671		0.381201682	0.02330481	0.125234164	
pseudo_2098	0.056273229	0.037554229	0.017378223		0.020386234	0.048045164	0.043716283	
pseudo_2099	0.032410114	0.00375527	0.01246782		0.00168229	0.139510494	0.054268192	
pseudo_21	0.158125564	0.013725601	0.053017758		0.528417237	0.174715608	0.526120116	
pseudo_210	0.031219203	0.013744366	0.073901382		0.001919858	0.076227042	0.025131139	
pseudo_2100	0.159418826	0.058388267	0.004512122		0.000950886	0.022549129	0.044480174	
pseudo_2101	1.807003042	0.724337	1.818308909		0.272728581	0.485361407	0.485897365	
pseudo_2102	0.068368197	1.740769881	0.216934557		0.556176813	0.604366855	0.455367853	
pseudo_2103	0.030292167	0.046165965	0.049296353		0.022367408	0.063657194	0.011925532	
pseudo_2104	1.202625994	0.170676409	0.033286861		0.258588914	0.065491969	0.022228182	
pseudo_2105	0.369985313	0.837217271	0.750300256		0.02228526	0.163505089	0.004831165	
pseudo_2106	0.304275114	0.140919591	0.560257931		0.19870662	0.020977187	0.184090746	
pseudo_2107	1.690679981	0.096723922	1.025588954		0.751356207	0.206055237	0.523969295	
pseudo_2108	0.026954768	0.019058144	0.000338142		0.020791616	0.064037278	0.051870143	
pseudo_2109	0.370706426	0.478416561	0.378681008		0.006542889	0.157279781	0.066055991	
pseudo_211	0.282143704	0.359874347	0.028463969		0.023053351	0.375454621	0.217647591	
pseudo_2110	0.218210012	0.122140842	0.060059623		0.156015909	0.06779116	0.01574384	
pseudo_2111	0.006581149	1.137274456	0.207312312		0.258677667	0.254588034	0.295634986	
pseudo_2112	0.02076758	0.137609441	0.073237358		0.107320659	0.3921913	0.086483844	
pseudo_2113	0.147213377	0.265844802	0.028379581		0.007614468	0.693891441	0.260964412	
pseudo_2114	0.009438188	1.105907964	0.447832762		0.794275001	0.251732016	0.892555064	
pseudo_2115	1.53447137	0.046737066	0.795423383		0.278015495	0.074289596	0.11387286	
pseudo_2116	1.418328491	0.560012632	0.994969813		0.220107147	0.733094829	0.479539478	
pseudo_2117	0.017316041	0.177747161	0.083905327		0.500562671	0.07551651	0.189046314	
pseudo_2118	0.045703387	0.556193777	0.061852085		1.171353596	0.042869704	0.138395718	
pseudo_2119	0.505843069	0.001542791	0.067124403		0.132490962	0.058915558	0.018440948	
pseudo_212	0.202035448	0.001058428	0.056321025		0.116954249	0.507985027	0.050675267	
pseudo_2120	0.043347899	0.025958767	0.073509744		0.15243383	0.178576571	0.203379474	
pseudo_2121	0.281543618	0.106276241	0.247449975		0.418739234	0.318114249	0.420910065	
pseudo_2122	0.517231417	0.17042637	0.039598171		0.1021661	0.08996624	0.080195822	
pseudo_2123	0.058236921	0.281582443	0.113076682		0.343110774	0.012247216	0.162530089	
pseudo_2124	0.012026618	0.212615215	0.034949945		0.027976189	0.114039286	0.062856435	
pseudo_2125	0.073240019	0.062023153	0.216290612		0.667905555	0.757916304	0.872368008	
pseudo_2126	0.157673833	1.219059659	0.955282922		0.014265481	0.550769847	0.053316502	
pseudo_2127	0.053308335	0.028716533	0.029873605		0.260951346	0.061692391	0.198452597	
pseudo_2128	0.075054324	0.010728099	0.046114574		0.03778025	0.031095222	0.016015423	
pseudo_2129	0.011944819	0.06030088	0.062126952		0.072159304	0.284162757	0.019364753	
pseudo_213	0.339844734	0.291260927	0.52661507		1.00062789	0.080872111	0.246239419	
pseudo_2130	0.166094852	0.560796194	0.286621376		0.211897445	0.555241267	0.487384268	
pseudo_2131	0.023365538	0.801274778	0.212479667		0.194165298	1.619982349	1.363837567	
pseudo_2132	0.389045981	1.373446937	1.167954085		1.209416899	1.308952287	1.57408869	
pseudo_2133	0.652875164	0.056988547	0.193374854		0.99522836	0.599962807	0.845738318	
pseudo_2134	0.078146371	0.435277968	0.223111061		1.485903134	0.869784574	1.435766774	
pseudo_2135	0.707919694	0.02327	0.229777077		0.552908798	0.397973678	0.621759218	
pseudo_2136	0.175251798	0.026723109	0.117035081		0.079909733	0.295626673	0.2310266	
pseudo_2137	0.129429926	0.07014027	0.098106658		0.232607754	0.047719798	0.065593721	
pseudo_2138	3.817960685	0.374870878	2.50109024		0.725918261	9.12E-05	0.035941559	
pseudo_2139	0.796229871	0.424818606	1.069543263		0.184125717	0.15151127	0.117282644	
pseudo_214	1.460714583	0.141165005	0.832802203		1.254989469	1.008586326	1.822724306	
pseudo_2140	0.653189312	0.24053418	0.011961591		0.043975867	0.227841186	0.14524312	
pseudo_2141	0.010889252	0.151830544	0.071094779		0.058248126	0.282613192	0.065684625	
pseudo_2142	3.037198635	3.762559206	4.481372888		3.885525115	2.613409686	4.223965549	
pseudo_2143	0.088028155	0.053089045	0.017680702		0.213500215	0.041314122	0.14525588	
pseudo_2144	0.350401292	0.153571496	0.193042096		0.075387938	0.212301827	0.140945577	
pseudo_2145	0.034452973	0.281019734	0.092319486		0.04215967	0.249967362	0.244961523	
pseudo_2146	0.261362169	0.023354732	0.191014978		0.21634708	0.055767463	0.037125997	
pseudo_2147	0.14954699	0.038983965	0.09846416		0.883003602	0.114621919	0.595918016	
pseudo_2148	0.512965799	0.403720716	0.10240126		0.00663657	0.088866062	0.033421126	
pseudo_2149	1.313733322	0.05044107	0.286633595		1.206728398	0.030280716	0.130069336	
pseudo_215	1.49415245	0.709361745	1.784806961		1.850506898	0.477349226	1.376475168	
pseudo_2150	0.025949166	0.733988214	0.179717843		0.326847879	0.404436062	1.061911075	
pseudo_2151	0.176195492	0.029099981	0.182061112		0.024057955	0.006822266	0.036428926	
pseudo_2152	0.012918244	0.020924263	0.012863365		0.592797645	0.002630391	0.168655507	
pseudo_2153	0.235664886	0.011572304	0.022826137		0.024698341	0.461017016	0.06902706	
pseudo_2154	1.075894511	0.004591529	0.245833629		2.309778358	0.228844966	1.628346233	
pseudo_2155	0.084484782	0.080575992	0.00100395		0.021160749	0.142194888	0.088814208	
pseudo_2156	0.844474111	1.315620316	1.25128729		1.298542019	0.119549602	0.755298495	
pseudo_2157	0.275591123	0.189907822	0.190392362		1.239258977	0.411438186	1.076832509	
pseudo_2158	0.002703647	0.021911582	0.136404952		0.313049925	0.479358373	0.742029857	
pseudo_2159	0.209528339	0.147911629	0.142110469		0.031484977	0.152920224	0.27622176	
pseudo_216	1.70480728	0.303160408	0.792695367		0.44591973	0.002839986	0.086202048	
pseudo_2160	0.02191298	0.320276888	0.10752541		0.041291291	0.008242229	0.003640493	
pseudo_2161	1.113109303	0.327189987	0.576470531		0.014199344	0.020790011	0.04392284	
pseudo_2162	1.727664742	0.121543493	1.122890358		0.120337511	0.003309155	0.059469553	
pseudo_2163	0.206034021	0.127506104	0.387318963		0.150515347	0.170993772	0.209009705	
pseudo_2164	0.484680705	0.095347945	0.07175329		0.033731564	1.349050933	0.450777881	
pseudo_2165	1.489748888	0.00811074	1.155482823		0.153391233	0.348944684	0.292585608	
pseudo_2166	0.087144038	0.069326828	0.049229206		0.107836078	0.012875676	0.063956196	
pseudo_2167	1.425460747	0.421291844	1.289043695		1.256966668	0.598572342	1.013047687	
pseudo_2168	0.034009668	0.884025921	0.15860377		0.277262381	0.016010547	0.196238904	
pseudo_2169	0.01431328	0.56872163	0.506310784		0.138757065	0.09579915	0.108703448	
pseudo_217	0.045474138	0.400957628	0.122119982		0.029036951	0.027273995	0.049214225	
pseudo_2170	0.242855547	0.212264324	0.545541777		0.525218798	0.036669194	0.163440514	
pseudo_2171	0.089124246	1.458705855	0.311019879		0.895326119	1.79486412	1.683278817	
pseudo_2172	0.069731147	0.167595567	0.020834449		0.023135176	1.028215029	0.078503134	
pseudo_2173	0.220012924	0.450698013	0.443905567		0.840130374	0.418252279	1.334577649	
pseudo_2174	0.378680278	0.125552055	0.461178127		1.419192582	0.225900864	0.987937709	
pseudo_2175	0.065954388	0.00277287	0.040251113		0.126353432	0.063912795	0.0240277	
pseudo_2176	0.139339739	0.20874989	0.602279226		1.192737075	0.503913421	0.863979833	
pseudo_2177	0.14023033	0.045346391	0.162666052		1.572744848	0.182356446	0.506849806	
pseudo_2178	1.65577416	0.016719505	0.791298037		3.15344485	0.096992161	1.758275227	
pseudo_2179	1.0738409	0.024783958	0.166281937		0.197187785	0.04173247	0.085456729	
pseudo_218	0.309549714	0.186696469	0.088090005		0.127807204	0.175462606	0.04597544	
pseudo_2180	0.198766383	0.520231915	0.423854803		0.347250111	0.007536717	0.229198261	
pseudo_2181	1.133658044	2.505681708	2.413660273		0.529409295	2.448517186	2.356673915	
pseudo_2182	0.018543404	0.020075774	0.081821655		0.022556128	0.054548146	0.047144025	
pseudo_2183	0.007667299	0.003671283	0.192427174		0.00944232	0.283157332	0.158908367	
pseudo_2184	0.241344775	0.799563062	0.733067798		1.907346744	1.361219579	1.938384572	
pseudo_2185	7.90363661	7.643609486	10.32858854	Negative Control gene hit	7.771144117	7.289794094	8.717756316	Negative Control gene hit
pseudo_2186	0.080424323	0.141496088	0.147636735		0.033397706	0.012438502	0.013701332	
pseudo_2187	0.032458408	0.030104533	0.035736281		0.008645062	0.270872881	0.003545206	
pseudo_2188	0.214689304	0.030828881	0.099673246		0.50419805	0.042638483	0.166079872	
pseudo_2189	0.081983384	0.217698326	0.444693655		0.053030153	0.068370582	0.010028728	
pseudo_219	0.009715526	0.045442243	0.017232248		0.003629475	0.082291629	0.097530868	
pseudo_2190	1.619554743	1.82245224	1.790727747		0.442229561	1.35258981	1.504075272	
pseudo_2191	0.131855424	0.006237457	0.151210469		0.039825196	0.13715608	0.015280525	
pseudo_2192	0.260388664	0.07137958	0.280923475		0.17287431	0.522892077	0.670625216	
pseudo_2193	1.188906401	0.653822462	1.093855344		2.090008309	1.774666521	2.298084165	
pseudo_2194	0.557076342	0.538926929	1.247534521		0.0983717	0.923743824	0.350105502	
pseudo_2195	0.06653544	0.756543833	0.48917157		0.081378697	0.023801554	0.075836369	
pseudo_2196	0.0139991	0.005698777	0.052918375		0.084717167	0.13823269	0.209072691	
pseudo_2197	0.038157452	1.221637738	1.148213702		0.22438165	0.190960884	0.343795432	
pseudo_2198	0.106564606	0.061318799	0.016985832		0.026174091	0.004343975	0.01402089	
pseudo_2199	0.00099712	0.398897965	0.032920381		0.017754631	0.868486891	0.083089092	
pseudo_22	2.849183847	0.978015519	2.51021961		2.725325345	1.118936063	2.340294965	
pseudo_220	0.049317042	0.052181687	0.11922017		0.247473841	0.267285159	0.258726261	
pseudo_2200	0.116634348	0.036786224	0.101747672		0.706088959	0.005584819	0.201324627	
pseudo_2201	0.033059751	0.034561117	0.010430807		0.016400712	0.053389818	0.007476974	
pseudo_2202	0.107320486	0.155936761	0.150070539		0.890282993	0.257918137	0.93364632	
pseudo_2203	0.99651518	0.976156134	1.3643915		0.307980922	0.599805865	0.641885281	
pseudo_2204	0.413760149	0.209643914	0.673062782		0.137554951	0.057416247	0.126812579	
pseudo_2205	0.098992945	0.057020997	0.097887284		0.848196388	0.098103315	0.593900983	
pseudo_2206	1.091740713	0.546218123	0.702698251		0.652555403	0.047477639	0.294870343	
pseudo_2207	0.217014993	0.03400173	0.002777021		0.44853349	0.030272366	0.062825918	
pseudo_2208	0.207897949	0.081147486	0.195254905		0.003869897	0.251927734	0.054400156	
pseudo_2209	1.292301204	0.031539874	0.326479882		0.113283555	0.173186903	0.006876845	
pseudo_221	1.503023346	0.155798685	0.306661528		0.169485309	0.122288396	0.085602044	
pseudo_2210	0.096671487	1.364256384	0.817714307		0.118503888	0.545548161	0.366188271	
pseudo_2211	0.02296562	0.042446889	0.060486086		0.014638461	0.194279385	0.047152034	
pseudo_2212	1.033759517	0.046190872	0.307147016		0.738152561	0.924000235	0.695235364	
pseudo_2213	0.016465501	0.698749834	0.016911905		0.030182963	0.032138392	0.014958673	
pseudo_2214	0.004372139	0.381840508	0.080184742		0.041650663	2.721041235	0.631927684	
pseudo_2215	0.01183039	0.042118784	0.048869943		0.232160469	0.010010303	0.138397554	
pseudo_2216	0.467059908	0.188244509	0.460600989		0.011080032	0.140516206	0.058717792	
pseudo_2217	0.137407931	0.179952832	0.210318816		0.023172681	0.276402343	0.255226892	
pseudo_2218	0.161129795	2.43640721	1.843934642		1.134041457	1.26596005	1.482949452	
pseudo_2219	0.631047603	0.942282942	1.080901685		0.9312428	0.047427754	0.3185381	
pseudo_222	0.237220647	0.02076378	0.002496535		0.207322749	0.016492759	0.103213845	
pseudo_2220	1.431914821	0.084277631	0.786023279		3.475464653	0.160767126	1.918367045	
pseudo_2221	1.910265133	0.388335746	1.482992976		2.077389713	0.755289198	1.58145805	
pseudo_2222	0.313288418	0.039317071	0.13754066		0.002650672	0.029203074	0.041999534	
pseudo_2223	0.139875102	0.353175703	0.022918782		1.766261318	0.255777838	0.104343032	
pseudo_2224	0.205880148	0.07889448	0.024732905		0.513575584	0.094829126	0.129659776	
pseudo_2225	0.724026614	0.00245214	0.10758917		0.198287641	0.003057233	0.001588421	
pseudo_2226	0.091355945	0.272223443	0.286515803		0.093181524	0.666596306	0.035738718	
pseudo_2227	0.124148421	0.009731777	0.03867681		0.60605581	0.198312698	0.328918476	
pseudo_2228	0.234391439	1.033372994	0.095086883		0.198321977	0.144017265	0.37754108	
