NC_000014.9:+:61570538	ENST00000229465.10_1
NC_000011.10:+:35972428	ENST00000534594.1_1
NC_000011.10:+:45399448	ENST00000534604.1_1
NC_000011.10:+:126656047	ENST00000534620.1_1
NC_000011.10:+:9775665	ENST00000534671.1_1
NC_000011.10:+:287940	ENST00000534742.1_1
NC_000011.10:-:27634626	ENST00000534757.1_1
NC_000011.10:+:95151074	ENST00000534864.5_1
NC_000011.10:-:64234375	ENST00000534988.1_1
NC_000011.10:-:62853725	ENST00000535076.5_1
NC_000011.10:-:115760196	ENST00000535683.1_1
NC_000011.10:-:62855472	ENST00000535689.5_1
NC_000011.10:+:62832243	ENST00000535817.1_1
NC_000011.10:+:62833063	ENST00000535867.1_1
NC_000011.10:-:104609301	ENST00000536529.5_1
NC_000011.10:-:94740311	ENST00000536540.5_1
NC_000011.10:+:73405133	ENST00000536855.1_1
NC_000011.10:-:73970286	ENST00000537019.5_1
NC_000011.10:-:62855472	ENST00000537024.5_1
NC_000011.10:-:62855884	ENST00000537068.5_1
NC_000011.10:+:61227168	ENST00000537594.1_1
NC_000011.10:-:62855472	ENST00000537869.5_1
NC_000011.10:-:62855884	ENST00000537925.5_1
NC_000011.10:-:62855472	ENST00000537965.5_1
NC_000011.10:+:62546010	ENST00000538101.1_1
NC_000011.10:-:62855472	ENST00000538266.5_1
NC_000011.10:+:64247092	ENST00000538355.1_1
NC_000011.10:+:69012337	ENST00000538407.2_1
NC_000011.10:+:73722349	ENST00000538624.1_1
NC_000011.10:-:104609301	ENST00000538641.1_1
NC_000011.10:-:62855884	ENST00000538654.5_1
NC_000011.10:-:60851018	ENST00000538705.1_1
NC_000011.10:-:62855081	ENST00000539303.5_1
NC_000011.10:-:60843011	ENST00000539897.1_1
NC_000011.10:-:62855363	ENST00000539921.5_1
NC_000011.10:-:64234375	ENST00000539963.1_1
NC_000011.10:-:62855363	ENST00000539975.5_1
NC_000011.10:+:94647450	ENST00000540151.5_1
NC_000011.10:-:47221750	ENST00000540410.1_1
NC_000011.10:+:95231738	ENST00000540692.1_1
NC_000011.10:-:62855884	ENST00000540725.5_1
NC_000011.10:-:62855472	ENST00000540865.5_1
NC_000011.10:-:62855472	ENST00000540904.1_1
NC_000011.10:-:61542290	ENST00000540906.1_1
NC_000011.10:-:94473666	ENST00000541092.1_1
NC_000011.10:+:73176694	ENST00000541254.1_1
NC_000011.10:+:94641398	ENST00000541293.1_1
NC_000011.10:-:62855884	ENST00000541416.5_1
NC_000011.10:-:62855472	ENST00000541578.5_1
NC_000011.10:-:62855472	ENST00000541615.5_1
NC_000011.10:+:72685075	ENST00000542022.1_1
NC_000011.10:-:62855884	ENST00000542112.5_1
NC_000011.10:-:61656025	ENST00000542121.1_1
NC_000011.10:+:94647450	ENST00000542479.1_1
NC_000011.10:+:95230230	ENST00000543150.1_1
NC_000011.10:-:60914058	ENST00000543275.1_1
NC_000011.10:+:95232585	ENST00000543573.1_1
NC_000011.10:-:64119523	ENST00000543817.1_1
NC_000011.10:-:60925396	ENST00000543907.1_1
NC_000011.10:-:47272108	ENST00000543925.5_1
NC_000011.10:+:94641985	ENST00000544019.5_1
NC_000011.10:+:60906778	ENST00000544421.1_1
NC_000011.10:-:62855472	ENST00000544550.5_1
NC_000011.10:+:64245955	ENST00000544553.1_1
NC_000011.10:-:115532952	ENST00000544663.1_1
NC_000011.10:-:73396636	ENST00000544674.1_1
NC_000011.10:+:65499044	ENST00000544868.2_1
NC_000011.10:-:62855884	ENST00000544983.1_1
NC_000011.10:-:62855472	ENST00000545308.5_1
NC_000011.10:-:62855472	ENST00000545440.5_1
NC_000011.10:-:47272108	ENST00000545474.1_1
NC_000011.10:+:115333530	ENST00000545593.1_1
NC_000011.10:-:104609301	ENST00000545630.1_1
NC_000011.10:-:62855472	ENST00000545688.5_1
NC_000011.10:-:64249479	ENST00000545800.1_1
NC_000011.10:-:62853962	ENST00000545920.1_1
NC_000011.10:-:94925520	ENST00000545958.1_1
NC_000011.10:+:72302139	ENST00000546065.1_1
NC_000011.10:+:126543947	ENST00000548204.1_1
NC_000011.10:+:66667714	ENST00000548810.1_1
NC_000011.10:+:126652800	ENST00000550747.1_1
NC_000011.10:+:66666055	ENST00000550837.1_1
NC_000011.10:-:118531140	ENST00000554407.5_1
NC_000011.10:-:118531140	ENST00000556583.1_1
NC_000011.10:+:125189510	ENST00000557847.1_1
NC_000011.10:+:125188115	ENST00000560744.1_1
NC_000011.10:+:69371463	ENST00000561588.2_1
NC_000011.10:-:103055838	ENST00000561652.1_1
NC_000011.10:-:107316375	ENST00000561746.1_1
NC_000011.10:+:90251204	ENST00000562245.5_1
NC_000011.10:-:69002047	ENST00000562276.1_1
NC_000011.10:+:69004399	ENST00000562506.1_1
NC_000011.10:-:125874376	ENST00000564354.1_1
NC_000011.10:-:68616794	ENST00000564469.1_1
NC_000011.10:-:68616794	ENST00000565199.1_1
NC_000011.10:+:73239043	ENST00000565433.1_1
NC_000011.10:-:68616794	ENST00000565473.1_1
NC_000011.10:+:76799963	ENST00000566747.1_1
NC_000011.10:-:65570298	ENST00000567594.1_1
NC_000011.10:+:69159086	ENST00000568942.1_1
NC_000011.10:-:125874625	ENST00000569238.1_1
NC_000011.10:-:76444679	ENST00000572035.1_1
NC_000011.10:-:128686318	ENST00000572256.1_1
NC_000011.10:+:119381809	ENST00000577297.5_1
NC_000011.10:+:91794382	ENST00000577699.6_1
NC_000011.10:+:119417522	ENST00000578216.1_1
NC_000011.10:+:66347799	ENST00000580881.1_1
NC_000011.10:+:66347799	ENST00000581155.5_1
NC_000011.10:+:117833883	ENST00000581173.2_1
NC_000011.10:-:118996543	ENST00000582695.1_1
NC_000011.10:+:64778951	ENST00000594089.1_1
NC_000011.10:-:62771573	ENST00000596071.1_1
NC_000011.10:-:9460624	ENST00000596206.2_1
NC_000011.10:-:62808430	ENST00000596971.1_1
NC_000011.10:+:77473319	ENST00000598970.2_1
NC_000011.10:-:6203578	ENST00000600308.1_1
NC_000011.10:+:78174421	ENST00000600795.1_1
NC_000011.10:-:58612641	ENST00000601906.2_1
NC_000011.10:+:130315039	ENST00000602310.1_1
NC_000011.10:+:130315039	ENST00000602376.5_1
NC_000011.10:-:83191117	ENST00000602381.1_1
NC_000011.10:+:318631	ENST00000602429.1_1
NC_000011.10:+:318631	ENST00000602756.1_1
NC_000011.10:-:115759350	ENST00000602803.1_1
NC_000011.10:-:322646	ENST00000602809.1_1
NC_000011.10:+:113368691	ENST00000602900.1_1
NC_000011.10:-:326851	ENST00000602949.1_1
NC_000011.10:-:66474724	ENST00000602951.1_1
NC_000011.10:-:111097379	ENST00000603154.1_2
NC_000011.10:-:19712673	ENST00000603468.1_1
NC_000011.10:+:131253429	ENST00000606885.1_1
NC_000011.10:+:76389648	ENST00000606980.1_1
NC_000011.10:-:139611	ENST00000607448.5_1
NC_000011.10:+:76392196	ENST00000607673.1_1
NC_000011.10:-:119067637	ENST00000607709.1_1
NC_000011.10:-:119066561	ENST00000607857.1_1
NC_000011.10:+:127271066	ENST00000608214.1_1
NC_000011.10:+:127119106	ENST00000609688.1_1
NC_000011.10:+:128180071	ENST00000609911.1_1
NC_000011.10:+:65500223	ENST00000610481.1_1
NC_000011.10:+:65504519	ENST00000610851.1_1
NC_000011.10:-:7699898	ENST00000611809.1_1
NC_000011.10:+:65423285	ENST00000612303.1_1
NC_000011.10:-:7699392	ENST00000612456.1_1
NC_000011.10:+:74496816	ENST00000612462.1_1
NC_000011.10:-:117297327	ENST00000613535.1_1
NC_000011.10:-:102110280	ENST00000614441.1_1
NC_000011.10:+:67374416	ENST00000616071.1_1
NC_000011.10:+:130401902	ENST00000616197.1_1
NC_000011.10:+:65425580	ENST00000616315.1_1
NC_000011.10:+:65501960	ENST00000616527.4_1
NC_000011.10:+:65505207	ENST00000616691.1_1
NC_000011.10:+:65505204	ENST00000617489.1_1
NC_000011.10:+:65504005	ENST00000618132.1_1
NC_000011.10:+:65504838	ENST00000618227.1_1
NC_000011.10:+:65502729	ENST00000618925.1_1
NC_000011.10:+:65503679	ENST00000620465.4_1
NC_000011.10:-:111305036	ENST00000620864.1_2
NC_000011.10:+:65499044	ENST00000620902.1_1
NC_000011.10:-:7504937	ENST00000622955.3_1
NC_000011.10:-:61526601	ENST00000623008.1_1
NC_000011.10:+:65118310	ENST00000623192.1_1
NC_000011.10:-:65570422	ENST00000623234.1_1
NC_000011.10:+:90223166	ENST00000623330.1_1
NC_000011.10:+:115659248	ENST00000623333.1_1
NC_000011.10:-:89301476	ENST00000623429.1_1
NC_000011.10:-:93207582	ENST00000623456.1_1
NC_000011.10:+:18601882	ENST00000623697.1_1
NC_000011.10:+:20132043	ENST00000623701.1_1
NC_000011.10:-:93288902	ENST00000623739.1_1
NC_000011.10:+:61967805	ENST00000623785.1_1
NC_000011.10:-:115734741	ENST00000623807.1_1
NC_000011.10:+:779415	ENST00000623846.1_1
NC_000011.10:+:93171134	ENST00000623872.1_1
NC_000011.10:-:85854922	ENST00000623909.1_1
NC_000011.10:-:61427324	ENST00000623917.1_1
NC_000011.10:+:133064678	ENST00000623990.1_1
NC_000011.10:-:61145463	ENST00000624057.1_1
NC_000011.10:+:93592187	ENST00000624100.1_1
NC_000011.10:-:86437281	ENST00000624124.1_1
NC_000011.10:-:74832509	ENST00000624150.1_1
NC_000011.10:-:86912237	ENST00000624364.1_1
NC_000011.10:+:74204869	ENST00000624366.1_1
NC_000011.10:+:36510353	ENST00000624454.1_1
NC_000011.10:-:93729804	ENST00000624493.1_1
NC_000011.10:-:83192954	ENST00000624533.1_1
NC_000011.10:+:83083687	ENST00000624584.1_1
NC_000011.10:-:75262465	ENST00000624624.1_1
NC_000011.10:-:133901600	ENST00000624667.1_2
NC_000011.10:-:70706067	ENST00000624943.1_1
NC_000011.10:-:126937149	ENST00000625075.1_1
NC_000011.10:+:58627435	ENST00000625104.1_1
NC_000011.10:+:65561484	ENST00000625165.1_1
NC_000011.10:-:126355555	ENST00000626810.1_1
NC_000011.10:-:126355555	ENST00000629441.1_1
NC_000011.10:+:33076149	ENST00000631190.1_1
NC_000011.10:+:6323626	ENST00000632757.1_1
NC_000011.10:+:45722368	ENST00000634902.1_1
NC_000011.10:-:15622395	ENST00000636967.1_1
NC_000011.10:-:43856403	ENST00000637427.1_1
NC_000011.10:+:68684543	ENST00000265643.3_1
NC_000011.10:-:119423168	ENST00000524970.5_1
NC_000011.10:-:119423168	ENST00000528295.5_1
NC_000011.10:+:10305072	ENST00000534464.1_2
NC_000011.10:-:119423915	ENST00000284240.9_1
NC_000011.10:-:63614432	ENST00000415826.1_1
NC_000011.10:-:63614406	ENST00000394613.3_1
NC_000011.10:+:6259853	ENST00000334619.6_1
NC_000011.10:+:86419076	ENST00000525247.1_1
NC_000011.10:-:111379691	ENST00000393067.7_1
NC_000011.10:+:86800512	ENST00000280258.5_1
NC_000011.10:+:1938124	ENST00000473100.1_1
NC_000011.10:-:33869867	ENST00000411482.1_1
NC_000011.10:-:69819217	ENST00000334134.2_1
NC_000007.14:+:100336113	ENST00000310771.8_1
NC_000007.14:+:33725978	ENST00000311067.3_1
NC_000007.14:-:156640561	ENST00000333319.6_1
NC_000007.14:+:39733572	ENST00000340510.8_1
NC_000007.14:-:64890064	ENST00000340779.3_1
NC_000007.14:+:5419805	ENST00000342963.2_1
NC_000007.14:-:30564386	ENST00000355837.4_1
NC_000007.14:-:87345503	ENST00000359941.9_1
NC_000007.14:+:6663973	ENST00000366167.2_1
NC_000007.14:+:100130948	ENST00000376482.3_1
NC_000007.14:+:100509422	ENST00000392471.2_1
NC_000007.14:+:154928503	ENST00000397551.6_1
NC_000007.14:+:116953895	ENST00000397750.7_1
NC_000007.14:-:77696265	ENST00000398043.2_1
NC_000007.14:-:155644405	ENST00000401694.4_1
NC_000007.14:-:112350540	ENST00000411413.1_1
NC_000007.14:+:154928503	ENST00000411526.5_1
NC_000007.14:+:13101432	ENST00000411542.1_1
NC_000007.14:+:125917862	ENST00000411856.1_1
NC_000007.14:-:66493555	ENST00000412091.1_1
NC_000007.14:-:109597165	ENST00000412410.1_1
NC_000007.14:+:27361625	ENST00000412413.1_1
NC_000007.14:+:19353447	ENST00000412563.1_1
NC_000007.14:-:90597392	ENST00000412669.1_1
NC_000007.14:-:100852636	ENST00000412754.1_1
NC_000007.14:-:35800615	ENST00000412856.5_1
NC_000007.14:-:69189317	ENST00000413094.1_1
NC_000007.14:+:6663973	ENST00000413182.5_1
NC_000007.14:+:1160461	ENST00000413706.1_1
NC_000007.14:-:92206935	ENST00000414227.1_1
NC_000007.14:+:30389959	ENST00000414621.1_1
NC_000007.14:+:79453952	ENST00000414797.5_1
NC_000007.14:+:131910217	ENST00000415393.1_1
NC_000007.14:-:20125149	ENST00000415499.5_1
NC_000007.14:+:104940943	ENST00000415513.1_1
NC_000007.14:+:94022805	ENST00000415536.5_1
NC_000007.14:+:22854255	ENST00000415611.7_1
NC_000007.14:+:1080846	ENST00000415656.1_1
NC_000007.14:+:124993016	ENST00000415715.1_1
NC_000007.14:+:125438066	ENST00000415896.1_1
NC_000007.14:+:30140870	ENST00000415934.1_1
NC_000007.14:-:90595884	ENST00000415965.5_1
NC_000007.14:-:1509421	ENST00000416100.1_1
NC_000007.14:-:131327778	ENST00000416220.5_1
NC_000007.14:-:66393728	ENST00000416366.1_1
NC_000007.14:-:87345503	ENST00000416560.5_1
NC_000007.14:-:66395918	ENST00000416572.1_1
NC_000007.14:+:95471835	ENST00000416593.1_1
NC_000007.14:-:77696265	ENST00000416650.5_1
NC_000007.14:-:153413966	ENST00000416982.1_1
NC_000007.14:-:131052553	ENST00000416999.1_1
NC_000007.14:+:104940943	ENST00000417026.1_1
NC_000007.14:+:149398204	ENST00000417506.1_1
NC_000007.14:+:127350128	ENST00000418215.1_1
NC_000007.14:-:156640561	ENST00000418309.1_1
NC_000007.14:+:91312440	ENST00000418395.1_1
NC_000007.14:-:20131718	ENST00000418442.1_1
NC_000007.14:-:130913196	ENST00000418546.1_1
NC_000007.14:-:53947761	ENST00000418679.1_1
NC_000007.14:-:19818089	ENST00000418764.2_1
NC_000007.14:+:1029052	ENST00000418941.1_1
NC_000007.14:+:29988578	ENST00000419103.1_1
NC_000007.14:+:135926762	ENST00000419211.1_1
NC_000007.14:+:101308295	ENST00000419422.1_1
NC_000007.14:-:23105679	ENST00000419813.1_1
NC_000007.14:+:115078998	ENST00000419905.5_1
NC_000007.14:+:102973563	ENST00000420058.1_1
NC_000007.14:-:33803170	ENST00000420185.1_1
NC_000007.14:-:125264116	ENST00000420224.1_1
NC_000007.14:-:39013552	ENST00000420243.1_1
NC_000007.14:-:90270215	ENST00000420245.1_1
NC_000007.14:+:134284500	ENST00000420268.1_1
NC_000007.14:+:50866640	ENST00000420449.1_1
NC_000007.14:-:116286730	ENST00000420594.5_1
NC_000007.14:+:26398600	ENST00000420774.1_1
NC_000007.14:+:11253112	ENST00000421121.5_1
NC_000007.14:-:87345503	ENST00000421293.1_1
NC_000007.14:+:143407814	ENST00000421648.1_1
NC_000007.14:-:66401334	ENST00000421767.1_1
NC_000007.14:+:79453952	ENST00000422093.5_1
NC_000007.14:+:29988578	ENST00000422239.5_1
NC_000007.14:+:22856495	ENST00000422542.3_1
NC_000007.14:+:41693931	ENST00000422822.1_1
NC_000007.14:+:1160377	ENST00000423008.1_1
NC_000007.14:-:131108096	ENST00000423414.5_1
NC_000007.14:-:86776021	ENST00000423979.1_1
NC_000007.14:-:35800615	ENST00000424194.1_1
NC_000007.14:+:122306794	ENST00000424404.1_1
NC_000007.14:+:8262214	ENST00000424460.1_1
NC_000007.14:+:125172218	ENST00000424515.2_1
NC_000007.14:-:20003427	ENST00000424516.1_1
NC_000007.14:+:27096169	ENST00000425358.2_1
NC_000007.14:-:154059560	ENST00000425591.1_1
NC_000007.14:-:156603137	ENST00000425712.1_1
NC_000007.14:+:11406955	ENST00000425837.1_1
NC_000007.14:-:156435832	ENST00000426187.1_1
NC_000007.14:+:93969441	ENST00000426193.6_1
NC_000007.14:-:30594762	ENST00000426529.6_1
NC_000007.14:+:79453110	ENST00000426835.5_1
NC_000007.14:-:143286707	ENST00000427392.1_1
NC_000007.14:-:20140450	ENST00000428100.1_1
NC_000007.14:+:122303623	ENST00000428449.5_1
NC_000007.14:+:11197307	ENST00000428533.5_1
NC_000007.14:+:66654566	ENST00000428557.1_1
NC_000007.14:-:7969900	ENST00000428660.1_1
NC_000007.14:+:27099170	ENST00000428939.3_1
NC_000007.14:+:11193359	ENST00000428967.5_1
NC_000007.14:+:47622106	ENST00000429010.1_1
NC_000007.14:-:131327778	ENST00000429067.5_1
NC_000007.14:+:124929897	ENST00000429134.5_1
NC_000007.14:+:157006307	ENST00000429228.1_1
NC_000007.14:+:101299612	ENST00000429254.1_1
NC_000007.14:+:143407814	ENST00000429289.5_1
NC_000007.14:-:56538136	ENST00000429367.1_1
NC_000007.14:+:79452877	ENST00000429408.5_1
NC_000007.14:+:27096111	ENST00000429611.7_1
NC_000007.14:-:143380962	ENST00000429630.1_1
NC_000007.14:+:602816	ENST00000429872.1_1
NC_000007.14:+:67335975	ENST00000430244.1_1
NC_000007.14:+:26398600	ENST00000430548.5_1
NC_000007.14:-:77696265	ENST00000430801.5_1
NC_000007.14:+:6663973	ENST00000430844.5_1
NC_000007.14:+:20217563	ENST00000430859.1_1
NC_000007.14:-:74976944	ENST00000430941.1
NC_000007.14:-:131108096	ENST00000431189.1_1
NC_000007.14:+:77990390	ENST00000431722.1_1
NC_000007.14:-:87345503	ENST00000432193.5_1
NC_000007.14:+:95596681	ENST00000432265.1_1
NC_000007.14:+:22856060	ENST00000432668.1_1
NC_000007.14:-:131107029	ENST00000433079.5_1
NC_000007.14:-:30075114	ENST00000433088.1_1
NC_000007.14:-:42844437	ENST00000433315.1_1
NC_000007.14:-:87152281	ENST00000433446.1_1
NC_000007.14:-:104757709	ENST00000433514.5_1
NC_000007.14:+:157513328	ENST00000433660.1_1
NC_000007.14:+:27096111	ENST00000434063.3_1
NC_000007.14:-:30562849	ENST00000434399.5_1
NC_000007.14:-:6589066	ENST00000434951.1_1
NC_000007.14:+:22563336	ENST00000435127.1_1
NC_000007.14:+:36463022	ENST00000435254.1_1
NC_000007.14:+:93890913	ENST00000435257.1_1
NC_000007.14:-:156640561	ENST00000435354.1_1
NC_000007.14:+:124929897	ENST00000435452.6_1
NC_000007.14:-:110534716	ENST00000435466.1_1
NC_000007.14:-:131088479	ENST00000435523.5_1
NC_000007.14:-:66165010	ENST00000435524.2_1
NC_000007.14:-:39703295	ENST00000435766.1_1
NC_000007.14:+:8304068	ENST00000435967.1_1
NC_000007.14:-:20140450	ENST00000435968.5_1
NC_000007.14:+:115078958	ENST00000435981.5_1
NC_000007.14:+:7266889	ENST00000436578.1_1
NC_000007.14:-:69597417	ENST00000436600.2_1
NC_000007.14:+:6081240	ENST00000436915.5_1
NC_000007.14:-:20140450	ENST00000437191.5_1
NC_000007.14:-:35800615	ENST00000437235.7_1
NC_000007.14:+:122304906	ENST00000437317.1_1
NC_000007.14:-:3302432	ENST00000437354.1_1
NC_000007.14:-:97011881	ENST00000437541.1_1
NC_000007.14:+:1570081	ENST00000437621.6_1
NC_000007.14:+:77990452	ENST00000438324.1_1
NC_000007.14:-:44986652	ENST00000438705.3_1
NC_000007.14:-:66391515	ENST00000438894.1_1
NC_000007.14:+:20217563	ENST00000439058.5_1
NC_000007.14:+:26398600	ENST00000439120.1_1
NC_000007.14:+:82009177	ENST00000439234.5_1
NC_000007.14:+:20141921	ENST00000439285.1_1
NC_000007.14:+:66654566	ENST00000439360.5_1
NC_000007.14:+:20219525	ENST00000439446.1_1
NC_000007.14:-:137181770	ENST00000439694.5_1
NC_000007.14:-:39566289	ENST00000439751.2_1
NC_000007.14:+:22589701	ENST00000439823.1_1
NC_000007.14:-:24255718	ENST00000439839.1_1
NC_000007.14:-:33803170	ENST00000440034.1_1
NC_000007.14:-:77696265	ENST00000440088.5_1
NC_000007.14:-:30803409	ENST00000440376.1_1
NC_000007.14:-:30551149	ENST00000440438.6_1
NC_000007.14:+:49230137	ENST00000440455.1_1
NC_000007.14:-:107744580	ENST00000440971.2_1
NC_000007.14:+:11197307	ENST00000441110.5_1
NC_000007.14:-:101017620	ENST00000441882.1_1
NC_000007.14:-:90595884	ENST00000441971.5_1
NC_000007.14:-:100604056	ENST00000442166.2_1
NC_000007.14:-:22661888	ENST00000442252.1_1
NC_000007.14:+:79470156	ENST00000442765.1_1
NC_000007.14:+:44848470	ENST00000443162.1_1
NC_000007.14:-:130984104	ENST00000443623.5_1
NC_000007.14:+:13101432	ENST00000443947.1_1
NC_000007.14:+:5476084	ENST00000444210.2_1
NC_000007.14:-:116327892	ENST00000444244.1_1
NC_000007.14:-:131327778	ENST00000444245.5_1
NC_000007.14:+:100336113	ENST00000444874.5_1
NC_000007.14:-:105013046	ENST00000445184.1_1
NC_000007.14:+:1459918	ENST00000445345.1_1
NC_000007.14:+:66493726	ENST00000445681.1_1
NC_000007.14:+:11252979	ENST00000445839.5_1
NC_000007.14:-:100604215	ENST00000446022.1_1
NC_000007.14:+:36029623	ENST00000446024.1_1
NC_000007.14:+:122216347	ENST00000446053.1_1
NC_000007.14:-:143288006	ENST00000446192.1_1
NC_000007.14:-:29208989	ENST00000446246.1_1
NC_000007.14:-:87152330	ENST00000446309.1_1
NC_000007.14:-:116499513	ENST00000446355.2_1
NC_000007.14:+:34209502	ENST00000446484.1_1
NC_000007.14:-:25662987	ENST00000446840.5_1
NC_000007.14:-:77696265	ENST00000447009.1_1
NC_000007.14:-:29563690	ENST00000447171.1_1
NC_000007.14:+:20835375	ENST00000447262.2_1
NC_000007.14:+:130853720	ENST00000447430.1_1
NC_000007.14:-:131328252	ENST00000447514.1_1
NC_000007.14:-:44007865	ENST00000447643.1_1
NC_000007.14:-:112995626	ENST00000447785.1_1
NC_000007.14:-:131327319	ENST00000447904.5_1
NC_000007.14:-:156605763	ENST00000447933.5_1
NC_000007.14:+:26440330	ENST00000448056.1_1
NC_000007.14:-:74969449	ENST00000448088.1
NC_000007.14:+:66654566	ENST00000448096.1_1
NC_000007.14:+:79454064	ENST00000448195.5_1
NC_000007.14:-:101017620	ENST00000448513.1_1
NC_000007.14:+:39781750	ENST00000448955.1_1
NC_000007.14:-:66543104	ENST00000449307.3_1
NC_000007.14:+:154928503	ENST00000449486.1_1
NC_000007.14:+:26398600	ENST00000449537.1_1
NC_000007.14:-:20002921	ENST00000449573.5_1
NC_000007.14:+:124929897	ENST00000449642.5_1
NC_000007.14:+:1074539	ENST00000449721.1_1
NC_000007.14:+:8114025	ENST00000449931.1_1
NC_000007.14:+:44848470	ENST00000450016.1_1
NC_000007.14:-:66493555	ENST00000450353.2_1
NC_000007.14:-:1692449	ENST00000450458.1_1
NC_000007.14:-:120752637	ENST00000450480.1_1
NC_000007.14:-:29563690	ENST00000450540.2_1
NC_000007.14:-:105013046	ENST00000450686.1_1
NC_000007.14:-:7950708	ENST00000451066.1_1
NC_000007.14:-:26376704	ENST00000451264.1_1
NC_000007.14:-:26376266	ENST00000451368.1_1
NC_000007.14:-:131110036	ENST00000451786.5_1
NC_000007.14:+:79454064	ENST00000451809.5_1
NC_000007.14:-:46697121	ENST00000451905.4_1
NC_000007.14:+:79458411	ENST00000452320.3_1
NC_000007.14:+:66493726	ENST00000452565.1_1
NC_000007.14:+:519979	ENST00000452622.1_1
NC_000007.14:-:74976890	ENST00000452986.1
NC_000007.14:+:561909	ENST00000453149.1_1
NC_000007.14:-:153413966	ENST00000453187.1_1
NC_000007.14:+:125431347	ENST00000453278.1_1
NC_000007.14:+:124929897	ENST00000453342.5_1
NC_000007.14:-:104926626	ENST00000453666.2_1
NC_000007.14:-:105014331	ENST00000453677.1_1
NC_000007.14:-:23680836	ENST00000454029.1_1
NC_000007.14:+:82009192	ENST00000454066.1_1
NC_000007.14:+:77990452	ENST00000454234.1_1
NC_000007.14:-:131327778	ENST00000454515.5_1
NC_000007.14:-:50142822	ENST00000454877.1_1
NC_000007.14:-:30585971	ENST00000454922.6_1
NC_000007.14:-:125153610	ENST00000454957.1_1
NC_000007.14:-:33732064	ENST00000455149.1_1
NC_000007.14:-:156657692	ENST00000455709.1_1
NC_000007.14:+:99929347	ENST00000456499.1_1
NC_000007.14:-:116954285	ENST00000456775.1_1
NC_000007.14:-:13365048	ENST00000456809.1_1
NC_000007.14:-:91557069	ENST00000456952.1_1
NC_000007.14:-:116286730	ENST00000457033.5_1
NC_000007.14:+:16210492	ENST00000457112.1_1
NC_000007.14:+:1570081	ENST00000457484.6_1
NC_000007.14:-:107744083	ENST00000457510.2_1
NC_000007.14:-:19968356	ENST00000457921.5_1
NC_000007.14:+:125438066	ENST00000458437.1_1
NC_000007.14:+:74974865	ENST00000458474.2
NC_000007.14:+:8262214	ENST00000458624.1_1
NC_000007.14:-:156640561	ENST00000458645.5_1
NC_000007.14:-:3158367	ENST00000458648.5_1
NC_000007.14:+:77043721	ENST00000459742.1_1
NC_000007.14:-:155644405	ENST00000460022.6_2
NC_000007.14:+:151410503	ENST00000460148.1_1
NC_000007.14:+:144195321	ENST00000460955.5_1
NC_000007.14:-:149873868	ENST00000461019.5_1
NC_000007.14:-:144355680	ENST00000462305.5_1
NC_000007.14:-:149452	ENST00000462565.1_1
NC_000007.14:+:128455877	ENST00000462662.1_1
NC_000007.14:-:144355528	ENST00000463561.5_1
NC_000007.14:+:151876139	ENST00000464464.1_1
NC_000007.14:+:144195354	ENST00000464929.5_1
NC_000007.14:-:140697114	ENST00000465466.1_1
NC_000007.14:+:151427655	ENST00000465549.1_1
NC_000007.14:+:151409235	ENST00000466677.1_1
NC_000007.14:-:129213538	ENST00000466717.1_1
NC_000007.14:+:151249319	ENST00000466775.1_1
NC_000007.14:-:124287543	ENST00000467017.1_1
NC_000007.14:-:194356	ENST00000467050.1_1
NC_000007.14:+:151877507	ENST00000467458.2_1
NC_000007.14:-:141656963	ENST00000467537.1_1
NC_000007.14:-:144343298	ENST00000467944.5_1
NC_000007.14:-:102434814	ENST00000468165.1_1
NC_000007.14:-:144355400	ENST00000468575.1_1
NC_000007.14:+:130141726	ENST00000469264.1_1
NC_000007.14:-:155644405	ENST00000469539.1_1
NC_000007.14:-:144355218	ENST00000470435.5_1
NC_000007.14:-:124349859	ENST00000470677.1_1
NC_000007.14:+:100336113	ENST00000470714.5_1
NC_000007.14:+:143958963	ENST00000470988.1_1
NC_000007.14:-:90122889	ENST00000471553.1_1
NC_000007.14:-:155645207	ENST00000472015.2_1
NC_000007.14:+:123994621	ENST00000472838.1_1
NC_000007.14:+:144195358	ENST00000474656.5_1
NC_000007.14:-:155644405	ENST00000474963.1_1
NC_000007.14:-:144355702	ENST00000475089.5_1
NC_000007.14:+:100436203	ENST00000475250.1_1
NC_000007.14:-:106504830	ENST00000475791.5_1
NC_000007.14:-:77258094	ENST00000476561.2_1
NC_000007.14:+:105304281	ENST00000476569.1_1
NC_000007.14:+:123994621	ENST00000476892.1_1
NC_000007.14:+:144207690	ENST00000477797.1_1
NC_000007.14:+:76974	ENST00000478759.2_2
NC_000007.14:-:144355150	ENST00000478925.5_1
NC_000007.14:-:151029753	ENST00000479085.1_1
NC_000007.14:-:76478855	ENST00000479299.2_1
NC_000007.14:+:27187870	ENST00000479766.1_1
NC_000007.14:+:144195788	ENST00000480074.1_1
NC_000007.14:+:90403466	ENST00000480135.1_1
NC_000007.14:+:157010836	ENST00000480284.1_1
NC_000007.14:+:151409235	ENST00000480632.5_1
NC_000007.14:-:145646	ENST00000480919.1_1
NC_000007.14:+:151806350	ENST00000481153.3_1
NC_000007.14:+:130173644	ENST00000483283.1_1
NC_000007.14:+:149635	ENST00000484550.1_1
