#chrom	start	end	name	score	strand	size	num_data	min	max	mean	median
chr16	87780868	87781868	ENST00000563036.2_1	0	-	1000	1000	-5.87	2.67	-0.47	-0.30
chr15	72110256	72111256	ENST00000563041.5_1	0	+	1000	1000	-6.13	3.15	-0.06	-0.05
chr10	47655566	47656566	ENST00000563046.1	0	+	1000	1000	-5.23	2.58	-0.33	-0.16
chr15	68569773	68570773	ENST00000563057.1_1	0	-	1000	1000	-4.31	8.87	0.70	0.41
chr8	37919900	37920900	ENST00000563059.1_1	0	+	1000	1000	-2.89	2.62	0.06	0.31
chr16	81105132	81106132	ENST00000563072.1_1	0	+	1000	1000	-4.01	0.74	0.05	0.17
chr16	67576272	67577272	ENST00000563083.1_1	0	-	1000	1000	-5.68	9.29	0.52	0.17
chr16	89363355	89364355	ENST00000563087.2_1	0	+	1000	1000	-4.59	2.19	-0.44	-0.28
chr16	75152810	75153810	ENST00000563098.1_1	0	+	1000	0	NA	NA	NA	NA
chr5	14664213	14665213	ENST00000563101.1_1	0	-	1000	1000	-6.12	3.71	-0.19	-0.10
chr15	45492196	45493196	ENST00000563103.1_1	0	-	1000	1000	-9.86	4.08	-0.06	-0.11
chr16	12651051	12652051	ENST00000563116.1_1	0	-	1000	1000	-5.46	0.93	-0.18	0.16
chr16	23075107	23076107	ENST00000563129.2_1	0	-	1000	1000	-5.20	5.83	0.36	0.19
chr16	66583332	66584332	ENST00000563151.1_1	0	+	1000	1000	-4.93	3.78	-0.22	-0.08
chr16	1630029	1631029	ENST00000563162.1_1	0	+	1000	1000	-5.49	8.45	0.18	-0.05
chr18	70991825	70992825	ENST00000563172.1_1	0	+	1000	618	-2.35	0.45	0.02	0.07
chr16	25122344	25123344	ENST00000563176.1_1	0	-	1000	1000	-7.01	3.82	0.06	-0.03
chr16	27464214	27465214	ENST00000563191.1_1	0	-	1000	1000	-4.71	2.13	-0.02	0.02
chr16	2204859	2205859	ENST00000563192.1_1	0	-	1000	1000	-11.33	5.37	0.00	-0.06
chr16	68349442	68350442	ENST00000563203.1_1	0	+	1000	1000	-6.85	9.72	0.61	0.16
chr9	19452717	19453717	ENST00000563205.1_1	0	+	1000	1000	-5.15	3.76	-0.05	0.00
chr15	41132191	41133191	ENST00000563217.1_1	0	-	1000	1000	-2.99	1.58	0.16	0.21
chr6	6683097	6684097	ENST00000563225.1_1	0	-	1000	1000	-3.96	2.80	-0.09	-0.09
chr9	114799133	114800133	ENST00000563249.1_1	0	-	1000	1000	-4.86	3.13	0.11	0.08
chr16	30366255	30367255	ENST00000563252.2_1	0	+	1000	1000	-6.61	4.43	0.01	-0.05
chr16	88729273	88730273	ENST00000563261.5_1	0	+	1000	1000	-8.78	7.11	-0.17	-0.18
chr15	75659948	75660948	ENST00000563278.1_1	0	+	1000	1000	-7.74	8.71	0.67	0.09
chr4	47845726	47846726	ENST00000563286.1_1	0	-	1000	1000	-4.18	3.15	0.07	0.03
chr16	50776158	50777158	ENST00000563315.2_2	0	-	1000	1000	-4.93	4.03	0.31	0.20
chr1	191120133	191121133	ENST00000563320.1_1	0	+	1000	1000	-3.57	0.25	-0.05	0.16
chr16	22299553	22300553	ENST00000563344.1_1	0	-	1000	1000	-3.71	3.83	0.04	0.23
chr16	72258543	72259543	ENST00000563347.1_1	0	-	1000	1000	-4.34	3.63	0.21	0.19
chr16	90168172	90169172	ENST00000563357.1_1	0	+	1000	1000	-3.79	0.84	0.09	0.13
chr17	42298270	42299270	ENST00000563394.1_1	0	+	1000	1000	-2.67	5.80	1.33	1.13
chr16	78539962	78540962	ENST00000563408.1_1	0	-	1000	1000	-6.24	3.48	-0.27	-0.11
chr1	220573965	220574965	ENST00000563417.1_1	0	+	1000	1000	-2.99	0.21	0.08	0.18
chr9	114799514	114800514	ENST00000563434.1_1	0	-	1000	1000	-4.42	3.28	0.10	0.06
chr16	2605561	2606561	ENST00000563449.2_1	0	-	1000	1000	-4.32	2.66	-0.14	0.06
chr16	88729273	88730273	ENST00000563475.1_1	0	+	1000	1000	-8.78	7.11	-0.17	-0.18
chr18	6641977	6642977	ENST00000563503.1_1	0	-	1000	1000	-4.47	2.23	0.04	0.03
chr16	90191930	90192930	ENST00000563515.1_1	0	-	1000	988	-3.25	0.30	0.01	0.18
chr16	30596726	30597726	ENST00000563540.1_1	0	+	1000	1000	-5.25	5.49	-0.13	-0.07
chr15	75504008	75505008	ENST00000563568.1_1	0	-	1000	1000	-4.15	3.93	-0.03	0.02
chr17	20433932	20434932	ENST00000563569.1_1	0	-	1000	1000	-4.18	1.85	0.08	0.18
chr17	74964786	74965786	ENST00000563583.1_1	0	-	1000	1000	-9.38	4.16	-0.21	-0.11
chr15	73074994	73075994	ENST00000563592.5_1	0	+	1000	1000	-5.09	7.48	0.45	0.18
chr10	17685372	17686372	ENST00000563601.1_1	0	-	1000	1000	-4.32	4.47	0.14	0.04
chr4	76008378	76009378	ENST00000563602.1_1	0	-	1000	1000	-3.25	2.48	0.02	-0.01
chr16	51804976	51805976	ENST00000563603.2_1	0	+	1000	1000	-3.66	6.36	0.33	0.13
chr16	31142041	31143041	ENST00000563605.1_1	0	+	1000	1000	-3.17	9.37	1.27	0.47
chr16	1501170	1502170	ENST00000563610.1_1	0	+	1000	1000	-7.27	9.36	-0.05	-0.31
chr16	19412515	19413515	ENST00000563613.1_1	0	-	1000	1000	-2.65	0.23	0.00	0.19
chr1	151103482	151104482	ENST00000563624.1_1	0	-	1000	1000	-4.60	3.90	0.00	0.02
chr3	111851846	111852846	ENST00000563632.1_1	0	+	1000	1000	-3.35	3.69	0.01	0.02
chr13	76123427	76124427	ENST00000563635.5_1	0	+	1000	1000	-6.26	4.67	0.27	0.03
chr14	58460744	58461744	ENST00000563647.1_1	0	-	1000	1000	-3.29	3.17	0.10	0.04
chr16	77776397	77777397	ENST00000563690.1_1	0	-	1000	1000	-4.57	2.95	-0.01	0.04
chr16	74400840	74401840	ENST00000563701.1_1	0	+	1000	1000	-4.91	3.10	-0.26	-0.18
chr16	4611151	4612151	ENST00000563704.1_1	0	-	1000	1000	-5.07	3.00	0.07	0.04
chr22	44207802	44208802	ENST00000563715.1_1	0	+	1000	1000	-9.35	3.51	-0.29	-0.22
chr15	74420987	74421987	ENST00000563727.1_1	0	-	1000	1000	-4.79	4.41	-0.02	-0.01
chr16	2317684	2318684	ENST00000563734.1_1	0	+	1000	1000	-8.34	4.51	-0.10	-0.05
chr2	234262365	234263365	ENST00000563747.1_1	0	-	1000	1000	-4.25	5.74	0.36	0.09
chr16	81418170	81419170	ENST00000563750.1_1	0	+	1000	1000	-5.07	3.67	-0.34	-0.19
chr16	30510375	30511375	ENST00000563751.1_1	0	-	1000	1000	-7.08	5.56	0.26	0.12
chr16	65210057	65211057	ENST00000563754.1_1	0	-	1000	1000	-4.28	3.95	0.11	0.02
chr16	47229630	47230630	ENST00000563757.1_1	0	+	1000	1000	-2.50	1.32	0.15	0.21
chr16	72661085	72662085	ENST00000563770.5_1	0	-	1000	89	-1.89	2.41	0.48	0.45
chr16	2518044	2519044	ENST00000563775.1_1	0	-	1000	1000	-5.90	3.77	-0.42	-0.23
chr3	49721916	49722916	ENST00000563780.1_1	0	-	1000	1000	-5.49	9.34	1.68	0.40
chr16	29820912	29821912	ENST00000563806.1_1	0	-	1000	1000	-3.82	8.52	1.20	1.06
chr6	45544028	45545028	ENST00000563807.1_1	0	-	1000	1000	-5.14	5.66	0.41	0.22
chr8	41685964	41686964	ENST00000563810.1_1	0	-	1000	1000	-4.69	3.17	-0.23	-0.13
chr22	31366982	31367982	ENST00000563812.1_1	0	+	1000	1000	-3.99	4.01	0.94	0.77
chr16	72661085	72662085	ENST00000563823.6_1	0	-	1000	89	-1.89	2.41	0.48	0.45
chr16	82544024	82545024	ENST00000563825.1_1	0	-	1000	1000	-3.87	2.30	0.04	0.29
chr13	28711752	28712752	ENST00000563843.1_1	0	-	1000	1000	-4.75	4.61	0.57	0.36
chr15	42500099	42501099	ENST00000563846.5_1	0	+	1000	1000	-6.40	7.48	0.34	0.04
chr16	1030791	1031791	ENST00000563863.5_1	0	-	1000	1000	-4.49	4.89	-0.01	-0.02
chr3	139400906	139401906	ENST00000563865.1_1	0	-	1000	1000	-3.54	4.19	0.55	0.35
chr16	54088011	54089011	ENST00000563879.2_1	0	-	1000	1000	-4.12	9.23	1.36	0.73
chr16	87526379	87527379	ENST00000563921.1_1	0	+	1000	1000	-4.12	4.00	0.28	0.14
chr7	150038496	150039496	ENST00000563946.1_1	0	+	1000	1000	-5.11	3.06	-0.36	-0.16
chr16	25122303	25123303	ENST00000563962.5_1	0	-	1000	1000	-7.01	3.82	0.01	-0.06
chr14	103798017	103799017	ENST00000563989.1_1	0	-	1000	1000	-5.11	2.78	-0.01	0.13
chr16	87812270	87813270	ENST00000563993.5_1	0	-	1000	1000	-5.66	2.49	-0.26	-0.12
chr16	2014560	2015560	ENST00000564014.1_1	0	+	1000	1000	-10.24	9.01	-0.15	-0.27
chr1	156479152	156480152	ENST00000564032.1_1	0	+	1000	1000	-3.54	3.88	0.04	0.01
chr1	108742041	108743041	ENST00000564063.1_1	0	+	1000	1000	-8.01	5.82	0.12	-0.00
chr16	56333998	56334998	ENST00000564074.1_1	0	+	1000	1000	-4.57	2.95	-0.08	-0.02
chr2	127782304	127783304	ENST00000564121.1_1	0	+	1000	1000	-3.93	1.53	-0.17	-0.09
chr1	202779448	202780448	ENST00000564127.1_1	0	-	1000	1000	-5.22	6.00	0.55	0.19
chr16	68270951	68271951	ENST00000564147.1_1	0	-	1000	1000	-4.99	4.11	-0.23	-0.14
chr22	47157925	47158925	ENST00000564152.1_1	0	-	1000	1000	-7.24	5.15	0.14	-0.03
chr16	2722916	2723916	ENST00000564160.1_1	0	-	1000	1000	-5.29	3.26	0.29	0.20
chr5	14663941	14664941	ENST00000564167.1_1	0	-	1000	1000	-6.12	3.71	-0.39	-0.25
chr15	42213182	42214182	ENST00000564168.1_1	0	+	1000	1000	-5.72	3.19	-0.11	-0.01
chr16	47037925	47038925	ENST00000564193.1_1	0	+	1000	1000	-2.59	1.11	0.10	0.19
chr15	74220044	74221044	ENST00000564194.5_1	0	-	1000	1000	-6.98	7.03	0.17	0.02
chrX	107967701	107968701	ENST00000564206.1_1	0	-	1000	1000	-3.52	4.45	0.53	0.35
chr15	40074311	40075311	ENST00000564211.1_1	0	+	1000	1000	-5.52	3.80	-0.17	-0.09
chr19	7983367	7984367	ENST00000564226.1_1	0	-	1000	1000	-3.94	3.35	-0.15	-0.06
chr19	637282	638282	ENST00000564240.1_1	0	-	1000	1000	-4.39	1.51	-0.08	0.19
chr6	136656803	136657803	ENST00000564248.1_1	0	-	1000	1000	-2.88	2.29	0.01	0.04
chr6	93098045	93099045	ENST00000564251.1_1	0	-	1000	1000	-3.89	0.68	-0.06	0.13
chr16	21637592	21638592	ENST00000564271.2_1	0	+	1000	1000	-4.11	4.38	0.23	0.16
chr1	212731160	212732160	ENST00000564287.1	0	+	1000	1000	-6.31	3.65	-0.21	-0.08
chr17	74964786	74965786	ENST00000564292.5_1	0	-	1000	1000	-9.38	4.16	-0.21	-0.11
chr15	41136080	41137080	ENST00000564302.5_1	0	-	1000	1000	-5.56	9.73	0.79	0.36
chr16	9448969	9449969	ENST00000564305.1_1	0	+	1000	1000	-3.03	1.04	0.05	0.12
chr16	2722916	2723916	ENST00000564340.1_1	0	-	1000	1000	-5.29	3.26	0.29	0.20
chr11	125743772	125744772	ENST00000564354.1_1	0	-	1000	1000	-3.65	0.35	0.03	0.26
chr16	77466791	77467791	ENST00000564358.1_1	0	+	1000	1000	-5.18	3.76	-0.02	-0.02
chr12	52452784	52453784	ENST00000564363.1_1	0	-	1000	1000	-5.26	5.30	0.54	0.17
chr12	54540498	54541498	ENST00000564380.1_1	0	-	1000	1000	-5.52	4.96	0.62	0.20
chr16	35020758	35021758	ENST00000564385.1_1	0	-	1000	1000	-3.53	0.37	-0.20	0.12
chr16	89363355	89364355	ENST00000564394.1_1	0	+	1000	1000	-4.59	2.19	-0.44	-0.28
chr16	2036603	2037603	ENST00000564438.1_1	0	-	1000	1000	-3.78	3.51	-0.15	-0.08
chr16	74345997	74346997	ENST00000564455.1_1	0	+	1000	1000	-3.09	3.28	0.34	0.29
chr8	141517869	141518869	ENST00000564464.1_1	0	-	1000	1000	-5.30	1.93	-0.16	0.05
chr11	68383763	68384763	ENST00000564469.1_1	0	-	1000	1000	-3.13	1.50	-0.06	-0.07
chr16	9056079	9057079	ENST00000564485.1_1	0	+	1000	1000	-4.08	6.11	0.30	0.15
chr20	22558718	22559718	ENST00000564492.1_1	0	-	1000	1000	-4.57	9.14	1.65	0.48
chr15	99679109	99680109	ENST00000564527.1_1	0	+	1000	1000	-4.40	5.86	0.13	0.03
chr12	52452280	52453280	ENST00000564531.1_1	0	-	1000	1000	-7.80	9.60	1.63	0.77
chr16	81120756	81121756	ENST00000564536.1_1	0	-	1000	1000	-4.37	9.78	0.47	0.31
chr6	96024824	96025824	ENST00000564541.1_1	0	-	1000	1000	-7.63	3.54	-0.38	-0.23
chr17	19912070	19913070	ENST00000564549.1_1	0	-	1000	1000	-6.44	3.79	0.04	0.00
chr16	56763363	56764363	ENST00000564560.1_1	0	-	1000	1000	-4.43	3.89	0.16	0.04
chr14	105132015	105133015	ENST00000564585.1_1	0	-	1000	1000	-5.07	1.79	-0.34	-0.20
chrX	100882235	100883235	ENST00000564612.2_1	0	+	1000	1000	-4.53	3.61	0.56	0.36
chr15	74753140	74754140	ENST00000564621.1_1	0	+	1000	1000	-4.62	4.61	0.07	-0.00
chr16	31470575	31471575	ENST00000564629.1_1	0	-	1000	1000	-5.36	5.79	0.50	0.30
chr4	3505971	3506971	ENST00000564650.1_1	0	-	1000	1000	-3.78	1.96	0.06	0.26
chr15	32827749	32828749	ENST00000564670.1_1	0	+	1000	1000	-3.80	5.35	0.32	0.06
chr16	58150293	58151293	ENST00000564672.1_1	0	+	1000	1000	-4.19	9.19	0.41	0.05
chr15	75927981	75928981	ENST00000564683.1_1	0	+	1000	1000	-2.76	0.93	0.01	0.15
chr8	101926224	101927224	ENST00000564694.1_1	0	-	1000	1000	-3.19	2.75	0.07	0.15
chr22	44207802	44208802	ENST00000564696.1_1	0	+	1000	1000	-9.35	3.51	-0.29	-0.22
chr16	47177500	47178500	ENST00000564705.5_1	0	+	1000	1000	-5.09	3.73	-0.05	-0.00
chr17	26593633	26594633	ENST00000564762.1_1	0	-	1000	1000	-3.04	0.22	-0.01	0.08
chr16	30709823	30710823	ENST00000564775.2_1	0	-	1000	1000	-4.76	4.51	0.96	0.66
chr16	54015324	54016324	ENST00000564801.1_1	0	-	1000	1000	-4.02	3.29	-0.02	0.23
chr6	169582436	169583436	ENST00000564830.2_1	0	-	1000	1000	-4.67	1.73	-0.12	0.30
chr7	152160779	152161779	ENST00000564834.1_1	0	+	1000	1000	-5.20	4.25	-0.10	-0.07
chr4	86934418	86935418	ENST00000564854.1_1	0	-	1000	1000	-3.91	4.66	0.18	0.07
chr16	49321009	49322009	ENST00000564875.1_1	0	+	1000	1000	-4.57	3.55	-0.08	-0.02
chr16	27729595	27730595	ENST00000564893.1_1	0	-	1000	1000	-6.69	4.41	0.16	0.08
chr15	24819600	24820600	ENST00000564898.1_1	0	+	1000	1000	-4.42	1.25	-0.09	-0.01
chr16	30886286	30887286	ENST00000564901.1_1	0	+	1000	1000	-8.59	2.94	-0.13	-0.07
chr16	8946233	8947233	ENST00000564919.1_1	0	+	1000	1000	-3.51	2.79	-0.20	-0.07
chr4	79696909	79697909	ENST00000564925.1_1	0	-	1000	1000	-4.49	6.47	0.58	0.26
chr16	29832058	29833058	ENST00000564980.1_1	0	-	1000	1000	-4.85	3.81	-0.19	-0.11
chr16	2039863	2040863	ENST00000565041.1_1	0	-	1000	1000	-3.24	7.69	0.52	0.19
chr2	9246223	9247223	ENST00000565044.1_1	0	+	1000	1000	-4.63	3.33	-0.18	-0.10
chr14	92225407	92226407	ENST00000565058.2_1	0	-	1000	1000	-2.54	2.47	0.09	0.22
chr16	27279671	27280671	ENST00000565060.1_1	0	+	1000	1000	-5.00	3.26	-0.20	-0.10
chr16	83839291	83840291	ENST00000565064.1_1	0	-	1000	1000	-4.03	2.52	-0.08	-0.02
chr16	1030791	1031791	ENST00000565069.5_1	0	-	1000	1000	-4.49	4.89	-0.01	-0.02
chr16	48656848	48657848	ENST00000565072.1_1	0	+	1000	1000	-4.15	3.18	-0.21	-0.15
chr16	66771667	66772667	ENST00000565082.1_1	0	+	1000	1000	-5.62	3.04	0.10	0.12
chr3	131176942	131177942	ENST00000565095.1_1	0	-	1000	1000	-3.70	2.61	0.02	0.02
chr14	21851938	21852938	ENST00000565098.1_1	0	+	1000	1000	-4.97	5.57	0.62	0.18
chr16	2694715	2695715	ENST00000565111.1_1	0	-	1000	1000	-4.90	2.35	-0.06	-0.03
chr17	42015129	42016129	ENST00000565120.1_1	0	+	1000	1000	-7.48	3.87	-0.16	-0.08
chr16	60393947	60394947	ENST00000565133.1_1	0	+	1000	1000	-2.33	0.42	-0.01	0.08
chr16	1026462	1027462	ENST00000565139.1_1	0	-	1000	1000	-5.71	2.83	-0.24	-0.11
chr16	31206953	31207953	ENST00000565152.1_1	0	+	1000	1000	-4.41	2.33	-0.13	-0.04
chr16	56222998	56223998	ENST00000565155.1_1	0	-	1000	1000	-5.31	3.98	0.55	0.37
chr22	19158728	19159728	ENST00000565162.2_1	0	+	1000	1000	-6.45	4.02	-0.54	-0.34
chr16	15113786	15114786	ENST00000565178.1	0	-	1000	1000	-3.34	2.76	0.07	0.23
chr15	72767009	72768009	ENST00000565181.1_1	0	-	1000	1000	-4.37	8.13	1.67	0.99
chr16	53411729	53412729	ENST00000565189.1_1	0	+	1000	1000	-5.18	1.81	0.27	0.28
chr11	68383763	68384763	ENST00000565199.1_1	0	-	1000	1000	-3.13	1.50	-0.06	-0.07
chr16	25156900	25157900	ENST00000565214.1_1	0	-	1000	1000	-5.04	0.57	0.01	0.36
chr17	75084335	75085335	ENST00000565256.1_1	0	+	1000	1000	-6.00	3.41	-0.35	-0.24
chr17	74667510	74668510	ENST00000565271.1_1	0	+	1000	1000	-6.03	3.47	-0.42	-0.25
chr2	36582204	36583204	ENST00000565283.1_1	0	-	1000	1000	-7.22	4.27	0.52	0.36
chr15	24792444	24793444	ENST00000565295.5_1	0	+	1000	1000	-3.57	1.31	-0.12	-0.04
chr15	72928729	72929729	ENST00000565305.5_1	0	-	1000	1000	-5.22	0.88	-0.18	0.19
chr5	73248266	73249266	ENST00000565306.1_1	0	+	1000	1000	-7.37	4.98	0.53	0.34
chr16	89559701	89560701	ENST00000565310.1_1	0	-	1000	1000	-4.13	1.96	-0.11	-0.04
chr15	69590602	69591602	ENST00000565312.2_1	0	-	1000	1000	-5.46	3.49	-0.06	0.01
chr16	74366011	74367011	ENST00000565313.1_1	0	-	1000	1000	-5.22	9.20	0.42	0.01
chr15	41136030	41137030	ENST00000565315.1_1	0	-	1000	1000	-5.56	9.64	0.64	0.30
chr16	84150151	84151151	ENST00000565382.1_1	0	+	1000	1000	-5.21	4.35	-0.20	-0.15
chr1	40929492	40930492	ENST00000565390.2_1	0	+	1000	1000	-5.06	3.10	0.13	0.13
chr5	1724765	1725765	ENST00000565428.1_1	0	+	1000	1000	-3.53	1.25	0.03	0.00
chr11	72949589	72950589	ENST00000565433.1_1	0	+	1000	1000	-4.55	2.58	-0.20	-0.09
chr7	141212483	141213483	ENST00000565449.1_1	0	-	1000	1000	-4.32	2.79	-0.01	0.03
chr16	1031107	1032107	ENST00000565467.1_1	0	-	1000	1000	-6.48	8.73	0.17	0.04
chr11	68383763	68384763	ENST00000565473.1_1	0	-	1000	1000	-3.13	1.50	-0.06	-0.07
chr20	34638368	34639368	ENST00000565493.1_1	0	-	1000	1000	-4.86	4.13	0.10	0.03
chr15	24757718	24758718	ENST00000565512.5_1	0	+	1000	739	-3.27	0.22	-0.01	0.15
chr3	32279554	32280554	ENST00000565519.1_1	0	-	1000	1000	-4.84	5.71	0.26	0.06
chr1	185303694	185304694	ENST00000565520.1_1	0	-	1000	1000	-4.01	3.10	0.16	0.14
chr20	31441563	31442563	ENST00000565572.1_1	0	-	1000	1000	-3.21	3.01	0.04	0.21
chr16	30886286	30887286	ENST00000565573.1_1	0	+	1000	1000	-8.59	2.94	-0.13	-0.07
chr1	87169667	87170667	ENST00000565575.1_1	0	-	1000	1000	-5.20	5.78	0.28	0.11
chr16	29756068	29757068	ENST00000565600.1_1	0	+	1000	1000	-7.72	4.52	0.01	-0.02
chr8	102181220	102182220	ENST00000565617.1_1	0	-	1000	1000	-4.38	2.93	0.00	0.01
chr16	89571366	89572366	ENST00000565623.1_1	0	-	1000	1000	-3.75	2.30	-0.26	-0.14
chr16	88729273	88730273	ENST00000565633.1_1	0	+	1000	1000	-8.78	7.11	-0.17	-0.18
chr16	90281937	90282937	ENST00000565635.1_1	0	+	1000	976	-2.04	0.12	0.00	0.11
chr16	89388998	89389998	ENST00000565667.2_1	0	+	1000	1000	-5.15	1.12	-0.00	0.21
chr8	54957689	54958689	ENST00000565668.2_1	0	-	1000	1000	-4.39	2.66	0.01	0.00
chr15	76029661	76030661	ENST00000565686.1_1	0	+	1000	1000	-6.48	2.21	0.07	0.20
chr15	74211843	74212843	ENST00000565689.5_1	0	-	1000	1000	-4.87	2.02	-0.02	0.03
chr16	47177500	47178500	ENST00000565694.1_1	0	+	1000	1000	-5.09	3.73	-0.05	-0.00
chr6	101328855	101329855	ENST00000565695.2_1	0	+	1000	1000	-6.86	3.18	-0.29	-0.11
chr16	2289494	2290494	ENST00000565709.1_1	0	+	1000	1000	-5.12	9.54	0.31	0.03
chr16	83836935	83837935	ENST00000565714.5_1	0	-	1000	1000	-3.94	1.60	-0.14	-0.06
chr16	23463570	23464570	ENST00000565747.5_1	0	+	1000	1000	-5.73	9.10	0.77	0.31
chr15	74219781	74220781	ENST00000565756.5_1	0	-	1000	1000	-6.23	7.03	0.52	0.18
chr18	4264150	4265150	ENST00000565759.1_1	0	+	1000	1000	-4.02	3.23	-0.07	-0.04
chr22	26908013	26909013	ENST00000565764.1_1	0	+	1000	1000	-5.76	3.52	-0.25	-0.15
chr16	18937598	18938598	ENST00000565782.1_1	0	+	1000	1000	-4.49	3.96	0.11	0.18
chr19	1875668	1876668	ENST00000565797.2_1	0	-	1000	1000	-6.00	2.90	-0.79	-0.55
chr16	19076465	19077465	ENST00000565802.1_1	0	+	1000	1000	-4.34	2.45	0.07	0.08
chr13	76508768	76509768	ENST00000565815.1_1	0	-	1000	1000	-3.61	3.32	0.23	0.17
chr16	87526379	87527379	ENST00000565824.1_1	0	+	1000	1000	-4.12	4.00	0.28	0.14
chr16	2509479	2510479	ENST00000565827.1_1	0	-	1000	1000	-5.50	4.48	-0.12	-0.10
chr16	56973586	56974586	ENST00000565861.1_1	0	+	1000	1000	-7.00	9.56	1.33	0.37
chr15	78208365	78209365	ENST00000565869.1_1	0	+	1000	1000	-4.47	7.70	0.16	0.01
chr15	24737785	24738785	ENST00000565893.1_1	0	+	1000	1000	-3.76	1.15	-0.15	-0.04
chr16	65268314	65269314	ENST00000565901.1_1	0	-	1000	346	-2.39	3.05	0.01	0.07
chr16	67583136	67584136	ENST00000565929.1_1	0	-	1000	1000	-5.91	3.82	0.37	0.23
chr16	8941231	8942231	ENST00000565934.1_1	0	+	1000	1000	-5.62	8.02	0.00	-0.14
chr16	2146708	2147708	ENST00000565937.1_1	0	-	1000	1000	-5.29	6.66	0.16	-0.05
chr15	89583959	89584959	ENST00000565938.1_1	0	+	1000	1000	-4.22	1.86	0.11	0.07
chr2	18728970	18729970	ENST00000565944.1_1	0	-	1000	1000	-4.16	2.58	0.06	0.24
chr16	90234133	90235133	ENST00000565965.1_1	0	-	1000	1000	-6.94	2.49	-0.30	-0.10
chr14	60386589	60387589	ENST00000565968.1_1	0	-	1000	1000	-7.16	4.34	0.06	0.04
chr18	29265100	29266100	ENST00000565978.1_1	0	+	1000	1000	-5.92	3.99	-0.08	-0.03
chr8	86088755	86089755	ENST00000566000.1_1	0	-	1000	1000	-4.61	4.25	0.00	-0.01
chr16	58417202	58418202	ENST00000566019.1_1	0	-	1000	1000	-4.26	1.22	0.13	0.19
chr15	75916635	75917635	ENST00000566036.1_1	0	+	1000	1000	-3.84	2.41	-0.04	0.07
chr16	2509479	2510479	ENST00000566085.5_1	0	-	1000	1000	-5.50	4.48	-0.12	-0.10
chr16	22624304	22625304	ENST00000566098.1_1	0	-	1000	1000	-2.78	2.42	0.03	0.12
chr17	58165176	58166176	ENST00000566140.5_1	0	-	1000	1000	-5.06	3.89	0.12	0.09
chr16	88120162	88121162	ENST00000566155.1_1	0	+	1000	1000	-4.03	2.07	-0.24	-0.14
chr6	13614914	13615914	ENST00000566170.1_1	0	-	1000	1000	-6.73	7.09	0.06	-0.09
chr16	30118872	30119872	ENST00000566190.1_1	0	+	1000	1000	-5.37	5.97	0.17	0.14
chrY	21855768	21856768	ENST00000566193.1_1	0	-	1000	1000	-3.43	0.17	-0.04	0.16
chr16	5665707	5666707	ENST00000566218.1_1	0	-	1000	1000	-5.61	3.62	-0.30	-0.20
chr22	31366595	31367595	ENST00000566220.1_1	0	+	1000	1000	-1.89	4.01	1.04	0.85
chr18	10413911	10414911	ENST00000566225.1_1	0	-	1000	1000	-6.17	4.01	-0.15	-0.09
chrX	140267273	140268273	ENST00000566241.1_1	0	-	1000	1000	-5.14	3.39	-0.04	-0.01
chr16	1494846	1495846	ENST00000566287.1_1	0	+	1000	1000	-8.54	3.20	-0.85	-0.58
chr1	182583870	182584870	ENST00000566297.1_1	0	+	1000	1000	-4.42	3.88	0.16	0.10
chr15	52876605	52877605	ENST00000566344.1_1	0	+	1000	1000	-3.62	9.42	1.33	0.44
chr3	160472441	160473441	ENST00000566372.1_1	0	-	1000	1000	-7.44	4.41	-0.04	-0.02
chr13	48506257	48507257	ENST00000566385.2_1	0	-	1000	1000	-3.00	2.38	0.07	0.04
chr16	81068859	81069859	ENST00000566390.5_1	0	-	1000	1000	-4.11	7.84	0.70	0.19
chr16	74344241	74345241	ENST00000566411.1_1	0	-	1000	1000	-3.34	1.85	0.00	0.12
chr12	54147612	54148612	ENST00000566418.1_1	0	+	1000	1000	-6.56	4.16	0.32	0.18
chr1	247351762	247352762	ENST00000566446.1_1	0	-	1000	1000	-6.00	3.61	0.11	0.06
chr16	1128121	1129121	ENST00000566499.1_1	0	-	1000	1000	-7.15	9.59	-0.02	-0.19
chr16	25114404	25115404	ENST00000566507.1_1	0	-	1000	1000	-3.36	2.13	0.04	0.13
chr5	142082463	142083463	ENST00000566527.1_1	0	+	1000	1000	-5.16	2.35	0.10	0.06
chr9	125701574	125702574	ENST00000566531.1_1	0	+	1000	1000	-4.67	3.61	0.11	0.08
chr17	18170895	18171895	ENST00000566532.1_1	0	+	1000	1000	-4.10	1.87	-0.31	-0.17
chr16	27297049	27298049	ENST00000566535.1_1	0	+	1000	1000	-4.70	2.37	-0.10	-0.04
chr1	23613433	23614433	ENST00000566551.1_1	0	-	1000	1000	-4.76	3.39	0.04	0.08
chr9	139000782	139001782	ENST00000566567.1_1	0	-	1000	1000	-5.41	4.24	-0.34	-0.21
chr18	69245692	69246692	ENST00000566582.1_1	0	-	1000	1000	-4.59	1.84	-0.13	0.19
chr16	81064219	81065219	ENST00000566639.1_1	0	+	1000	1000	-3.38	0.64	0.05	0.22
chr15	24505845	24506845	ENST00000566676.1_1	0	+	1000	1000	-4.67	1.62	-0.17	0.00
chr7	139876449	139877449	ENST00000566699.1_1	0	+	1000	1000	-4.05	6.81	0.71	0.32
chr16	71756585	71757585	ENST00000566738.1_1	0	+	1000	1000	-4.29	4.31	0.48	0.31
