ENST00000493797.1_1	RP11-34P13.14	ENST00000423372.3	AL627309.1
ENST00000591082.5_1	RAMP2-AS1	ENST00000588576.1_1	RAMP2
ENST00000589716.5_1	RAMP2-AS1	ENST00000589683.5_1	RAMP2
ENST00000589716.5_1	RAMP2-AS1	ENST00000588928.1_1	RAMP2
ENST00000589716.5_1	RAMP2-AS1	ENST00000253796.9_1	RAMP2
ENST00000589716.5_1	RAMP2-AS1	ENST00000587142.5_1	RAMP2
ENST00000589716.5_1	RAMP2-AS1	ENST00000588576.1_1	RAMP2
ENST00000635600.1_1	RP11-242D8.1	ENST00000634433.1_1	BRCA1
ENST00000635600.1_1	RP11-242D8.1	ENST00000341165.10_1	NBR1
ENST00000635600.1_1	RP11-242D8.1	ENST00000586650.5_1	NBR1
ENST00000635600.1_1	RP11-242D8.1	ENST00000542611.5_1	NBR1
ENST00000635600.1_1	RP11-242D8.1	ENST00000590996.5_1	NBR1
ENST00000635600.1_1	RP11-242D8.1	ENST00000592304.1_1	NBR1
ENST00000635600.1_1	RP11-242D8.1	ENST00000589872.1_1	NBR1
ENST00000590740.2_1	RP11-242D8.1	ENST00000634433.1_1	BRCA1
ENST00000590740.2_1	RP11-242D8.1	ENST00000341165.10_1	NBR1
ENST00000590740.2_1	RP11-242D8.1	ENST00000586650.5_1	NBR1
ENST00000590740.2_1	RP11-242D8.1	ENST00000542611.5_1	NBR1
ENST00000590740.2_1	RP11-242D8.1	ENST00000590996.5_1	NBR1
ENST00000590740.2_1	RP11-242D8.1	ENST00000592304.1_1	NBR1
ENST00000590740.2_1	RP11-242D8.1	ENST00000589872.1_1	NBR1
ENST00000634503.1_1	RP11-242D8.1	ENST00000634433.1_1	BRCA1
ENST00000634503.1_1	RP11-242D8.1	ENST00000341165.10_1	NBR1
ENST00000634503.1_1	RP11-242D8.1	ENST00000586650.5_1	NBR1
ENST00000634503.1_1	RP11-242D8.1	ENST00000542611.5_1	NBR1
ENST00000634503.1_1	RP11-242D8.1	ENST00000590996.5_1	NBR1
ENST00000634503.1_1	RP11-242D8.1	ENST00000592304.1_1	NBR1
ENST00000634503.1_1	RP11-242D8.1	ENST00000589872.1_1	NBR1
ENST00000634994.1_1	RP11-242D8.1	ENST00000634433.1_1	BRCA1
ENST00000634994.1_1	RP11-242D8.1	ENST00000341165.10_1	NBR1
ENST00000634994.1_1	RP11-242D8.1	ENST00000586650.5_1	NBR1
ENST00000634994.1_1	RP11-242D8.1	ENST00000542611.5_1	NBR1
ENST00000634994.1_1	RP11-242D8.1	ENST00000590996.5_1	NBR1
ENST00000634994.1_1	RP11-242D8.1	ENST00000592304.1_1	NBR1
ENST00000634994.1_1	RP11-242D8.1	ENST00000589872.1_1	NBR1
ENST00000588996.1_1	RP11-392O1.4	ENST00000590236.5_1	ETV4
ENST00000588996.1_1	RP11-392O1.4	ENST00000393664.6_1	ETV4
ENST00000588996.1_1	RP11-392O1.4	ENST00000545089.5_1	ETV4
ENST00000591166.1_1	ASB16-AS1	ENST00000446571.7_1	TMUB2
ENST00000591166.1_1	ASB16-AS1	ENST00000357984.7_1	TMUB2
ENST00000591166.1_1	ASB16-AS1	ENST00000538716.6_1	TMUB2
ENST00000591166.1_1	ASB16-AS1	ENST00000587989.1_1	TMUB2
ENST00000591166.1_1	ASB16-AS1	ENST00000590235.5_1	TMUB2
ENST00000591166.1_1	ASB16-AS1	ENST00000319511.6_1	TMUB2
ENST00000591166.1_1	ASB16-AS1	ENST00000588413.5_1	TMUB2
ENST00000591166.1_1	ASB16-AS1	ENST00000589785.1_1	TMUB2
ENST00000591166.1_1	ASB16-AS1	ENST00000592825.1_1	TMUB2
ENST00000591166.1_1	ASB16-AS1	ENST00000589184.5_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000446571.7_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000357984.7_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000538716.6_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000587989.1_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000590235.5_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000319511.6_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000588413.5_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000589785.1_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000592825.1_1	TMUB2
ENST00000588785.5_1	ASB16-AS1	ENST00000589184.5_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000446571.7_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000357984.7_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000538716.6_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000587989.1_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000590235.5_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000319511.6_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000588413.5_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000589785.1_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000592825.1_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000589184.5_1	TMUB2
ENST00000585457.5_1	ASB16-AS1	ENST00000589856.1_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000446571.7_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000357984.7_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000538716.6_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000587989.1_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000590235.5_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000319511.6_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000588413.5_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000589785.1_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000592825.1_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000589184.5_1	TMUB2
ENST00000592897.1_1	ASB16-AS1	ENST00000589856.1_1	TMUB2
ENST00000586560.1_1	CTB-175E5.7	ENST00000454077.6_1	ATXN7L3
ENST00000586560.1_1	CTB-175E5.7	ENST00000389384.8_1	ATXN7L3
ENST00000586560.1_1	CTB-175E5.7	ENST00000590169.5_1	ATXN7L3
ENST00000586560.1_1	CTB-175E5.7	ENST00000589805.1_1	ATXN7L3
ENST00000586560.1_1	CTB-175E5.7	ENST00000587097.5_1	ATXN7L3
ENST00000588279.1_1	RP5-882C2.2	ENST00000527034.5_1	UBTF
ENST00000588279.1_1	RP5-882C2.2	ENST00000343638.9_1	UBTF
ENST00000588279.1_1	RP5-882C2.2	ENST00000302904.8_1	UBTF
ENST00000563394.1_1	RP5-882C2.2	ENST00000343638.9_1	UBTF
ENST00000563394.1_1	RP5-882C2.2	ENST00000302904.8_1	UBTF
ENST00000586388.1_1	RUNDC3A-AS1	ENST00000590834.5_1	RUNDC3A
ENST00000586388.1_1	RUNDC3A-AS1	ENST00000426726.7_1	RUNDC3A
ENST00000586388.1_1	RUNDC3A-AS1	ENST00000590941.5_1	RUNDC3A
ENST00000586388.1_1	RUNDC3A-AS1	ENST00000225441.11_1	RUNDC3A
ENST00000586388.1_1	RUNDC3A-AS1	ENST00000612735.1_1	RUNDC3A
ENST00000588097.5_1	RUNDC3A-AS1	ENST00000593079.1_1	RUNDC3A
ENST00000591628.1_1	RP11-1072C15.4	ENST00000588805.1_1	MEIOC
ENST00000623480.1_1	RP11-1072C15.6	ENST00000588687.5_1	CCDC43
ENST00000623480.1_1	RP11-1072C15.6	ENST00000592333.1_1	CCDC43
ENST00000623480.1_1	RP11-1072C15.6	ENST00000315286.12_1	CCDC43
ENST00000623480.1_1	RP11-1072C15.6	ENST00000588210.1_1	CCDC43
ENST00000623480.1_1	RP11-1072C15.6	ENST00000457422.6_1	CCDC43
ENST00000591013.1_1	CTD-2534I21.8	ENST00000587309.5_1	KIF18B
ENST00000591013.1_1	CTD-2534I21.8	ENST00000593135.5_1	KIF18B
ENST00000612013.1_1	AC142472.6	ENST00000332499.3_1	HEXIM1
ENST00000589950.1_1	AC002117.1	ENST00000307275.7_2	HEXIM2
ENST00000589950.1_1	AC002117.1	ENST00000585340.1_2	HEXIM2
ENST00000589950.1_1	AC002117.1	ENST00000593138.5_2	HEXIM2
ENST00000589950.1_1	AC002117.1	ENST00000586681.5_2	HEXIM2
ENST00000589950.1_1	AC002117.1	ENST00000589230.5_2	HEXIM2
ENST00000589950.1_1	AC002117.1	ENST00000591576.5_2	HEXIM2
ENST00000589950.1_1	AC002117.1	ENST00000591070.5_2	HEXIM2
ENST00000589950.1_1	AC002117.1	ENST00000592695.1_2	HEXIM2
ENST00000586376.5_1	CTD-2020K17.1	ENST00000592415.1_1	FMNL1
ENST00000586376.5_1	CTD-2020K17.1	ENST00000331495.7_1	FMNL1
ENST00000586376.5_1	CTD-2020K17.1	ENST00000328118.7_1	FMNL1
ENST00000590495.1_1	CTD-2020K17.1	ENST00000592415.1_1	FMNL1
ENST00000590495.1_1	CTD-2020K17.1	ENST00000331495.7_1	FMNL1
ENST00000590495.1_1	CTD-2020K17.1	ENST00000328118.7_1	FMNL1
ENST00000591365.1_1	CTD-2020K17.1	ENST00000592415.1_1	FMNL1
ENST00000591365.1_1	CTD-2020K17.1	ENST00000331495.7_1	FMNL1
ENST00000591365.1_1	CTD-2020K17.1	ENST00000328118.7_1	FMNL1
ENST00000393507.2_1	CTD-2020K17.3	ENST00000587489.5_1	FMNL1
ENST00000587534.1_1	CTD-2020K17.3	ENST00000587489.5_1	FMNL1
ENST00000585780.5_1	MAP3K14-AS1	ENST00000588866.5_1	SPATA32
ENST00000585780.5_1	MAP3K14-AS1	ENST00000586359.1_1	SPATA32
ENST00000585780.5_1	MAP3K14-AS1	ENST00000331780.4_1	SPATA32
ENST00000586450.5_1	MAP3K14-AS1	ENST00000588866.5_1	SPATA32
ENST00000586450.5_1	MAP3K14-AS1	ENST00000586359.1_1	SPATA32
ENST00000586450.5_1	MAP3K14-AS1	ENST00000331780.4_1	SPATA32
ENST00000585351.1_1	MAP3K14-AS1	ENST00000588866.5_1	SPATA32
ENST00000585351.1_1	MAP3K14-AS1	ENST00000586359.1_1	SPATA32
ENST00000585351.1_1	MAP3K14-AS1	ENST00000331780.4_1	SPATA32
ENST00000592389.1_1	CTB-39G8.3	ENST00000581991.1_1	ARHGAP27
ENST00000592389.1_1	CTB-39G8.3	ENST00000581638.1_1	ARHGAP27
ENST00000585118.5_1	CRHR1-IT1	ENST00000634540.1_1	CRHR1
ENST00000591271.5_1	CRHR1-IT1	ENST00000634540.1_1	CRHR1
ENST00000582491.5_1	CRHR1-IT1	ENST00000634540.1_1	CRHR1
ENST00000583740.5_1	CRHR1-IT1	ENST00000634540.1_1	CRHR1
ENST00000585122.5_1	CRHR1-IT1	ENST00000634540.1_1	CRHR1
ENST00000455565.5_1	CRHR1-IT1	ENST00000634540.1_1	CRHR1
ENST00000580220.2_1	CRHR1-IT1	ENST00000587305.1_1	CRHR1
ENST00000581125.1_1	MAPT-AS1	ENST00000329196.6_1	SPPL2C
ENST00000579599.1_1	MAPT-AS1	ENST00000571311.5_1	MAPT
ENST00000579599.1_1	MAPT-AS1	ENST00000570299.5_1	MAPT
ENST00000579599.1_1	MAPT-AS1	ENST00000334239.12_1	MAPT
ENST00000579599.1_1	MAPT-AS1	ENST00000446361.7_1	MAPT
ENST00000579244.1_1	MAPT-AS1	ENST00000334239.12_1	MAPT
ENST00000579244.1_1	MAPT-AS1	ENST00000446361.7_1	MAPT
ENST00000634876.1_1	MAPT-AS1	ENST00000334239.12_1	MAPT
ENST00000634876.1_1	MAPT-AS1	ENST00000446361.7_1	MAPT
ENST00000398275.4_1	KANSL1-AS1	ENST00000262419.10_1	KANSL1
ENST00000398275.4_1	KANSL1-AS1	ENST00000572904.5_1	KANSL1
ENST00000398275.4_1	KANSL1-AS1	ENST00000571698.1_1	KANSL1
ENST00000572973.1_1	KANSL1-AS1	ENST00000262419.10_1	KANSL1
ENST00000572973.1_1	KANSL1-AS1	ENST00000572904.5_1	KANSL1
ENST00000572973.1_1	KANSL1-AS1	ENST00000571698.1_1	KANSL1
ENST00000572349.1_1	RP11-63A1.1	ENST00000576910.6_1	GOSR2
ENST00000572349.1_1	RP11-63A1.1	ENST00000571841.1_1	RP11-156P1.2
ENST00000572349.1_1	RP11-63A1.1	ENST00000393456.6_1	GOSR2
ENST00000572349.1_1	RP11-63A1.1	ENST00000415811.6_1	GOSR2
ENST00000572349.1_1	RP11-63A1.1	ENST00000571658.1_1	GOSR2
ENST00000572349.1_1	RP11-63A1.1	ENST00000575949.5_1	GOSR2
ENST00000572349.1_1	RP11-63A1.1	ENST00000225567.8_1	GOSR2
ENST00000572349.1_1	RP11-63A1.1	ENST00000571048.1_1	GOSR2
ENST00000572349.1_1	RP11-63A1.1	ENST00000572403.5_1	GOSR2
ENST00000572349.1_1	RP11-63A1.1	ENST00000570879.1_1	GOSR2
ENST00000572193.1_1	RP5-867C24.5	ENST00000574304.5_2	CDC27
ENST00000575039.1_1	THCAT158	ENST00000518170.1_1	EFCAB13
ENST00000575039.1_1	THCAT158	ENST00000523285.5_1	EFCAB13
ENST00000575039.1_1	THCAT158	ENST00000517310.5_1	EFCAB13
ENST00000575039.1_1	THCAT158	ENST00000520802.5_1	EFCAB13
ENST00000575039.1_1	THCAT158	ENST00000331493.6_1	EFCAB13
ENST00000575039.1_1	THCAT158	ENST00000517484.5_1	EFCAB13
ENST00000575039.1_1	THCAT158	ENST00000519772.5_1	EFCAB13
ENST00000582389.5_1	RP11-580I16.2	ENST00000535458.6_1	KPNB1
ENST00000582389.5_1	RP11-580I16.2	ENST00000583648.5_1	KPNB1
ENST00000582389.5_1	RP11-580I16.2	ENST00000290158.8_1	KPNB1
ENST00000582389.5_1	RP11-580I16.2	ENST00000577918.5_1	KPNB1
ENST00000582389.5_1	RP11-580I16.2	ENST00000577875.5_2	KPNB1
ENST00000580045.1_1	RP11-580I16.2	ENST00000535458.6_1	KPNB1
ENST00000580045.1_1	RP11-580I16.2	ENST00000583648.5_1	KPNB1
ENST00000580045.1_1	RP11-580I16.2	ENST00000290158.8_1	KPNB1
ENST00000580045.1_1	RP11-580I16.2	ENST00000577918.5_1	KPNB1
ENST00000580045.1_1	RP11-580I16.2	ENST00000577875.5_2	KPNB1
ENST00000584391.5_1	RP11-580I16.2	ENST00000535458.6_1	KPNB1
ENST00000584391.5_1	RP11-580I16.2	ENST00000583648.5_1	KPNB1
ENST00000584391.5_1	RP11-580I16.2	ENST00000290158.8_1	KPNB1
ENST00000584391.5_1	RP11-580I16.2	ENST00000577918.5_1	KPNB1
ENST00000584391.5_1	RP11-580I16.2	ENST00000577875.5_2	KPNB1
ENST00000577279.1_1	RP11-6N17.4	ENST00000376741.4_1	SP2
ENST00000577279.1_1	RP11-6N17.4	ENST00000613139.1_1	SP2
ENST00000577279.1_1	RP11-6N17.4	ENST00000637314.1_1	SP2
ENST00000577279.1_1	RP11-6N17.4	ENST00000637943.1_1	SP2
ENST00000577279.1_1	RP11-6N17.4	ENST00000635868.1_1	SP2
ENST00000580459.1_1	RP11-6N17.4	ENST00000376741.4_1	SP2
ENST00000580459.1_1	RP11-6N17.4	ENST00000613139.1_1	SP2
ENST00000580459.1_1	RP11-6N17.4	ENST00000637314.1_1	SP2
ENST00000580459.1_1	RP11-6N17.4	ENST00000637943.1_1	SP2
ENST00000580459.1_1	RP11-6N17.4	ENST00000635868.1_1	SP2
ENST00000582787.1_1	RP11-6N17.4	ENST00000376741.4_1	SP2
ENST00000582787.1_1	RP11-6N17.4	ENST00000613139.1_1	SP2
ENST00000582787.1_1	RP11-6N17.4	ENST00000637314.1_1	SP2
ENST00000582787.1_1	RP11-6N17.4	ENST00000637943.1_1	SP2
ENST00000582787.1_1	RP11-6N17.4	ENST00000635868.1_1	SP2
ENST00000411573.6_1	SP2-AS1	ENST00000583599.5_1	PNPO
ENST00000411573.6_1	SP2-AS1	ENST00000225573.4_1	PNPO
ENST00000411573.6_1	SP2-AS1	ENST00000434554.6_1	PNPO
ENST00000411573.6_1	SP2-AS1	ENST00000583245.5_1	PNPO
ENST00000411573.6_1	SP2-AS1	ENST00000584061.5_1	PNPO
ENST00000411573.6_1	SP2-AS1	ENST00000585320.5_1	PNPO
ENST00000411573.6_1	SP2-AS1	ENST00000582171.5_1	PNPO
ENST00000585280.5_1	SP2-AS1	ENST00000583599.5_1	PNPO
ENST00000585280.5_1	SP2-AS1	ENST00000225573.4_1	PNPO
ENST00000585280.5_1	SP2-AS1	ENST00000434554.6_1	PNPO
ENST00000585280.5_1	SP2-AS1	ENST00000583245.5_1	PNPO
ENST00000585280.5_1	SP2-AS1	ENST00000584061.5_1	PNPO
ENST00000585280.5_1	SP2-AS1	ENST00000585320.5_1	PNPO
ENST00000585280.5_1	SP2-AS1	ENST00000582171.5_1	PNPO
ENST00000433001.1_1	SP2-AS1	ENST00000583599.5_1	PNPO
ENST00000433001.1_1	SP2-AS1	ENST00000225573.4_1	PNPO
ENST00000433001.1_1	SP2-AS1	ENST00000434554.6_1	PNPO
ENST00000433001.1_1	SP2-AS1	ENST00000583245.5_1	PNPO
ENST00000433001.1_1	SP2-AS1	ENST00000584061.5_1	PNPO
ENST00000433001.1_1	SP2-AS1	ENST00000585320.5_1	PNPO
ENST00000433001.1_1	SP2-AS1	ENST00000582171.5_1	PNPO
ENST00000451140.6_1	SP2-AS1	ENST00000583599.5_1	PNPO
ENST00000451140.6_1	SP2-AS1	ENST00000225573.4_1	PNPO
ENST00000451140.6_1	SP2-AS1	ENST00000434554.6_1	PNPO
ENST00000451140.6_1	SP2-AS1	ENST00000583245.5_1	PNPO
ENST00000451140.6_1	SP2-AS1	ENST00000584061.5_1	PNPO
ENST00000451140.6_1	SP2-AS1	ENST00000585320.5_1	PNPO
ENST00000451140.6_1	SP2-AS1	ENST00000582171.5_1	PNPO
ENST00000582262.1_1	RP11-6N17.9	ENST00000584806.1_1	PNPO
ENST00000578660.1_1	RP5-890E16.2	ENST00000579889.1_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000362042.7_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000584137.5_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000585291.5_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000357480.9_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000585299.1_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000583060.1_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000361665.7_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000579481.1_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000582574.1_1	NFE2L1
ENST00000578660.1_1	RP5-890E16.2	ENST00000585062.1_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000579889.1_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000362042.7_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000584137.5_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000585291.5_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000357480.9_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000585299.1_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000583060.1_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000361665.7_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000579481.1_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000582574.1_1	NFE2L1
ENST00000584428.1_1	RP5-890E16.2	ENST00000585062.1_1	NFE2L1
ENST00000582246.1_1	RP11-456D7.1	ENST00000579336.1_1	SKAP1
ENST00000504972.3_1	HOXB-AS1	ENST00000504772.3_1	HOXB2
ENST00000504972.3_1	HOXB-AS1	ENST00000571287.1_1	HOXB2
ENST00000435312.5_1	HOXB-AS1	ENST00000571287.1_1	HOXB2
ENST00000435312.5_1	HOXB-AS1	ENST00000330070.5_1	HOXB2
ENST00000508688.5_1	HOXB-AS1	ENST00000330070.5_1	HOXB2
ENST00000464382.2_1	HOXB-AS2	ENST00000471459.1_1	HOXB3
ENST00000464382.2_1	HOXB-AS2	ENST00000478644.1_1	HOXB3
ENST00000385043.1_1	MIR10A	ENST00000465120.3_1	HOXB3
ENST00000385043.1_1	MIR10A	ENST00000332503.5_1	HOXB4
ENST00000548801.1_1	MIR10A	ENST00000489475.5_1	HOXB3
ENST00000476204.5_1	HOXB-AS3	ENST00000476342.1_1	HOXB3
ENST00000476204.5_1	HOXB-AS3	ENST00000460160.5_1	HOXB3
ENST00000476204.5_1	HOXB-AS3	ENST00000472863.5_1	HOXB3
ENST00000476204.5_1	HOXB-AS3	ENST00000498678.5_1	HOXB3
ENST00000474040.5_1	HOXB-AS3	ENST00000476342.1_1	HOXB3
ENST00000474040.5_1	HOXB-AS3	ENST00000460160.5_1	HOXB3
ENST00000474040.5_1	HOXB-AS3	ENST00000472863.5_1	HOXB3
ENST00000474040.5_1	HOXB-AS3	ENST00000498678.5_1	HOXB3
ENST00000467155.6_1	HOXB-AS3	ENST00000476342.1_1	HOXB3
ENST00000467155.6_1	HOXB-AS3	ENST00000460160.5_1	HOXB3
ENST00000467155.6_1	HOXB-AS3	ENST00000472863.5_1	HOXB3
ENST00000467155.6_1	HOXB-AS3	ENST00000498678.5_1	HOXB3
ENST00000480872.5_1	HOXB-AS3	ENST00000476342.1_1	HOXB3
ENST00000480872.5_1	HOXB-AS3	ENST00000460160.5_1	HOXB3
ENST00000480872.5_1	HOXB-AS3	ENST00000472863.5_1	HOXB3
ENST00000480872.5_1	HOXB-AS3	ENST00000498678.5_1	HOXB3
ENST00000466037.6_1	HOXB-AS3	ENST00000470193.3_1	HOXB6
ENST00000505903.1_1	RP11-501C14.5	ENST00000290341.7_1	IGF2BP1
ENST00000505903.1_1	RP11-501C14.5	ENST00000510023.5_1	IGF2BP1
ENST00000505903.1_1	RP11-501C14.5	ENST00000431824.2_1	IGF2BP1
ENST00000505903.1_1	RP11-501C14.5	ENST00000515586.5_1	IGF2BP1
ENST00000504865.3_1	RP11-501C14.6	ENST00000499130.6_1	IGF2BP1
ENST00000502823.5_1	RP11-1079K10.3	ENST00000508237.5_1	ZNF652
ENST00000502823.5_1	RP11-1079K10.3	ENST00000430262.2_1	ZNF652
ENST00000510360.6_1	RP11-1079K10.3	ENST00000508237.5_1	ZNF652
ENST00000510360.6_1	RP11-1079K10.3	ENST00000430262.2_1	ZNF652
ENST00000507337.1_1	RP11-1079K10.3	ENST00000508237.5_1	ZNF652
ENST00000507337.1_1	RP11-1079K10.3	ENST00000430262.2_1	ZNF652
ENST00000507337.1_1	RP11-1079K10.3	ENST00000362063.6_1	ZNF652
ENST00000624209.1_1	RP11-81K2.2	ENST00000504201.1_1	NGFR
ENST00000503624.1_1	RP5-1029K10.4	ENST00000570453.1_1	NXPH3
ENST00000512720.1_1	RP11-613C6.2	ENST00000504260.5_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000435059.6_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000508607.1_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000511763.5_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000515850.5_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000509781.5_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000507773.5_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000514907.5_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000503334.5_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000502406.5_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000508520.5_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000240333.10_1	SLC35B1
ENST00000512720.1_1	RP11-613C6.2	ENST00000511657.1_1	SLC35B1
ENST00000499842.1_1	RP11-1094H24.4	ENST00000506401.6_1	ITGA3
ENST00000499842.1_1	RP11-1094H24.4	ENST00000505306.5_1	ITGA3
ENST00000499842.1_1	RP11-1094H24.4	ENST00000320031.12_1	ITGA3
ENST00000499842.1_1	RP11-1094H24.4	ENST00000007722.11_1	ITGA3
ENST00000499842.1_1	RP11-1094H24.4	ENST00000508100.1_1	ITGA3
ENST00000612365.1_1	RP5-875H18.9	ENST00000007708.7_1	PDK2
ENST00000612365.1_1	RP5-875H18.9	ENST00000508030.5_1	PDK2
ENST00000572855.1_1	RP11-893F2.14	ENST00000514934.1_1	SGCA
ENST00000572855.1_1	RP11-893F2.14	ENST00000513821.5_1	SGCA
ENST00000572855.1_1	RP11-893F2.14	ENST00000262018.7_1	SGCA
ENST00000572855.1_1	RP11-893F2.14	ENST00000344627.10_1	SGCA
ENST00000572855.1_1	RP11-893F2.14	ENST00000502555.5_1	SGCA
ENST00000572855.1_1	RP11-893F2.14	ENST00000511303.5_1	SGCA
ENST00000502300.1_1	RP11-94C24.6	ENST00000323776.9_1	MYCBPAP
ENST00000502300.1_1	RP11-94C24.6	ENST00000436259.6_1	MYCBPAP
ENST00000502300.1_1	RP11-94C24.6	ENST00000470609.5_1	MYCBPAP
ENST00000502300.1_1	RP11-94C24.6	ENST00000576179.1_1	MYCBPAP
ENST00000502300.1_1	RP11-94C24.6	ENST00000419930.1_1	MYCBPAP
ENST00000502300.1_1	RP11-94C24.6	ENST00000452039.5_1	MYCBPAP
ENST00000502300.1_1	RP11-94C24.6	ENST00000458692.1_1	MYCBPAP
ENST00000502300.1_1	RP11-94C24.6	ENST00000437498.1_1	MYCBPAP
ENST00000505793.1_1	CACNA1G-AS1	ENST00000442258.6_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000416767.8_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000358244.9_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000359106.9_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000429973.6_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000502264.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000503436.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000503485.5_2	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000503607.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000504076.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000505165.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000506406.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000507336.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000507510.6_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000507609.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000507896.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000510115.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000510366.5_2	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000511765.5_1	CACNA1G
ENST00000505793.1_1	CACNA1G-AS1	ENST00000511768.5_1	CACNA1G
