#chrom	start	end	name	score	strand	size	num_data	min	max	mean	median
chr11	66247612	66247812	ENST00000527274.2_1	0	-	200	200	0.00	1.00	0.14	0.00
chr11	18727928	18728128	ENST00000527285.1_1	0	+	200	200	0.00	0.28	0.01	0.00
chr11	126936818	126937018	ENST00000527317.2_1	0	+	200	200	0.00	1.00	0.85	1.00
chr11	77850755	77850955	ENST00000527321.1_1	0	+	200	200	0.00	1.00	0.05	0.00
chr11	89488021	89488221	ENST00000527332.1_1	0	-	200	200	0.00	0.10	0.03	0.01
chr16	72829	73029	ENST00000527434.1_1	0	+	200	200	0.00	0.11	0.03	0.03
chr11	7726736	7726936	ENST00000527443.1_1	0	+	200	200	0.00	0.66	0.01	0.00
chr11	45256730	45256930	ENST00000527450.1_1	0	-	200	200	0.00	0.92	0.04	0.00
chr11	65557398	65557598	ENST00000527453.5_1	0	-	200	200	0.00	1.00	0.08	0.00
chr10	127407962	127408162	ENST00000527483.5_1	0	-	200	200	0.00	1.00	0.18	0.00
chr8	6565637	6565837	ENST00000527490.1_1	0	-	200	200	0.00	1.00	0.06	0.00
chr11	29616366	29616566	ENST00000527492.5_1	0	+	200	200	0.00	0.10	0.00	0.00
chr11	112162729	112162929	ENST00000527511.1_1	0	+	200	200	0.00	1.00	0.19	0.00
chr12	4829183	4829383	ENST00000527518.1_1	0	-	200	200	0.00	0.17	0.04	0.02
chr11	67889255	67889455	ENST00000527519.2_1	0	+	200	200	0.00	1.00	0.05	0.00
chr11	96461218	96461418	ENST00000527528.1_1	0	+	200	0	NA	NA	NA	NA
chr11	82750125	82750325	ENST00000527550.1_1	0	-	200	200	0.00	1.00	0.18	0.01
chrY	23206510	23206710	ENST00000527562.1_1	0	-	200	0	NA	NA	NA	NA
chr4	102268841	102269041	ENST00000527564.1_1	0	+	200	200	0.00	1.00	0.21	0.01
chr11	7904406	7904606	ENST00000527565.1_1	0	-	200	200	0.00	0.19	0.01	0.00
chr11	557582	557782	ENST00000527620.5_1	0	+	200	200	0.00	0.99	0.04	0.00
chr11	82783048	82783248	ENST00000527627.5_1	0	+	200	200	0.00	1.00	0.29	0.00
chr11	45563924	45564124	ENST00000527642.5_1	0	-	200	200	0.00	0.82	0.03	0.00
chr8	61831441	61831641	ENST00000527672.1_1	0	+	200	200	0.00	0.81	0.03	0.00
chr11	139017	139217	ENST00000527683.1_1	0	-	200	200	0.00	0.13	0.03	0.01
chr11	15574197	15574397	ENST00000527770.1_1	0	+	200	200	0.00	0.41	0.10	0.03
chr11	76494008	76494208	ENST00000527778.1_1	0	-	200	200	0.00	1.00	0.46	0.25
chr11	75294141	75294341	ENST00000527803.1_1	0	+	200	200	0.00	0.51	0.01	0.00
chr11	103816177	103816377	ENST00000527804.1_1	0	+	200	200	0.00	0.55	0.03	0.00
chr11	125365010	125365210	ENST00000527818.1_1	0	+	200	200	0.00	1.00	0.21	0.00
chr11	30105877	30106077	ENST00000527819.1_1	0	-	200	200	0.00	0.79	0.21	0.09
chr11	7927409	7927609	ENST00000527847.5_1	0	-	200	200	0.00	0.36	0.11	0.08
chr8	144800961	144801161	ENST00000527908.1_1	0	-	200	200	0.00	1.00	0.50	0.61
chr8	11411616	11411816	ENST00000527922.1_1	0	-	200	200	0.00	0.18	0.00	0.00
chr11	13010991	13011191	ENST00000527945.2_1	0	-	200	200	0.00	0.42	0.12	0.09
chr11	43942348	43942548	ENST00000527960.1_1	0	-	200	200	0.00	1.00	0.41	0.16
chr11	19218188	19218388	ENST00000527978.1_1	0	+	200	200	0.00	1.00	0.44	0.20
chr10	28821532	28821732	ENST00000527986.5_1	0	-	200	200	0.00	0.98	0.10	0.00
chr11	55453536	55453736	ENST00000528000.1_1	0	-	200	0	NA	NA	NA	NA
chr11	22359668	22359868	ENST00000528009.1_1	0	-	200	200	0.00	1.00	0.67	0.99
chr11	76494008	76494208	ENST00000528075.1_1	0	-	200	200	0.00	1.00	0.46	0.25
chr11	82904605	82904805	ENST00000528083.1_1	0	-	200	200	0.00	1.00	0.24	0.00
chr4	8483875	8484075	ENST00000528132.1_1	0	+	200	200	0.00	0.19	0.10	0.13
chr11	82891346	82891546	ENST00000528133.1_1	0	+	200	200	0.00	0.02	0.00	0.00
chr11	82783048	82783248	ENST00000528156.1_1	0	+	200	200	0.00	1.00	0.29	0.00
chr8	145724034	145724234	ENST00000528207.1_1	0	-	200	200	0.00	1.00	0.22	0.00
chr14	20814947	20815147	ENST00000528210.1_1	0	-	200	200	0.00	1.00	0.31	0.00
chr11	43942518	43942718	ENST00000528226.1_1	0	+	200	200	0.00	1.00	0.26	0.02
chr11	77450513	77450713	ENST00000528233.1_1	0	-	200	200	0.00	0.93	0.07	0.00
chr11	568317	568517	ENST00000528245.1_1	0	-	200	200	0.00	1.00	0.21	0.00
chr11	43942366	43942566	ENST00000528285.5_1	0	-	200	200	0.00	1.00	0.41	0.15
chr10	28821455	28821655	ENST00000528337.1_1	0	-	200	200	0.00	0.20	0.01	0.00
chr11	35159804	35160004	ENST00000528366.1_1	0	-	200	200	0.00	0.79	0.04	0.00
chr11	122238480	122238680	ENST00000528381.1_1	0	-	200	200	0.00	1.00	0.54	0.93
chr11	87831620	87831820	ENST00000528458.1_1	0	+	200	200	0.00	0.09	0.00	0.00
chr11	57405224	57405424	ENST00000528466.1_1	0	+	200	200	0.00	1.00	0.36	0.03
chr11	46138030	46138230	ENST00000528480.1_1	0	+	200	200	0.00	1.00	0.51	0.57
chr11	134336312	134336512	ENST00000528482.6_1	0	+	200	200	0.00	0.01	0.00	0.00
chr11	69867025	69867225	ENST00000528507.1_1	0	-	200	200	0.00	0.21	0.01	0.00
chr11	119251299	119251499	ENST00000528510.1_1	0	+	200	200	0.00	1.00	0.48	0.34
chr8	12051678	12051878	ENST00000528514.1_1	0	+	200	200	0.00	0.20	0.00	0.00
chr11	82904605	82904805	ENST00000528524.5_1	0	-	200	200	0.00	1.00	0.24	0.00
chr11	64948952	64949152	ENST00000528551.1_1	0	-	200	200	0.00	1.00	0.14	0.00
chr11	118401184	118401384	ENST00000528578.5_1	0	-	200	200	0.00	1.00	0.11	0.00
chr11	70209374	70209574	ENST00000528607.1_1	0	-	200	200	0.00	0.19	0.01	0.00
chr8	11415431	11415631	ENST00000528629.1_1	0	-	200	200	0.00	1.00	0.31	0.00
chr11	66044623	66044823	ENST00000528650.1_1	0	-	200	200	0.00	1.00	0.56	0.86
chr11	86633008	86633208	ENST00000528660.1_1	0	-	200	200	0.00	0.75	0.05	0.00
chr1	163291425	163291625	ENST00000528689.5_1	0	-	200	200	0.00	1.00	0.03	0.00
chr1	90098365	90098565	ENST00000528692.1_1	0	-	200	200	0.00	1.00	0.34	0.01
chr15	100510321	100510521	ENST00000528696.3_1	0	+	200	200	0.00	0.06	0.00	0.00
chr11	22850860	22851060	ENST00000528701.5_1	0	+	200	200	0.00	0.01	0.00	0.00
chr11	102323528	102323728	ENST00000528717.1_1	0	+	200	200	0.00	0.28	0.01	0.00
chr11	12870242	12870442	ENST00000528792.1_1	0	+	200	200	0.00	0.49	0.15	0.04
chr8	70746257	70746457	ENST00000528800.2_1	0	+	200	200	0.00	1.00	0.21	0.00
chr1	163291425	163291625	ENST00000528818.1_1	0	-	200	200	0.00	1.00	0.03	0.00
chr10	127407962	127408162	ENST00000528844.1_1	0	-	200	200	0.00	1.00	0.18	0.00
chr11	35236432	35236632	ENST00000528869.1_1	0	-	200	200	0.00	1.00	0.09	0.00
chr11	57244441	57244641	ENST00000528885.1_1	0	-	200	200	0.00	0.42	0.02	0.00
chr8	145104275	145104475	ENST00000528912.1_1	0	+	200	200	0.00	1.00	0.35	0.02
chr11	10879672	10879872	ENST00000529014.5_1	0	+	200	200	0.00	1.00	0.12	0.00
chr11	82904605	82904805	ENST00000529031.5_1	0	-	200	200	0.00	1.00	0.24	0.00
chr11	65837394	65837594	ENST00000529036.1_1	0	-	200	200	0.00	1.00	0.12	0.00
chr11	67653849	67654049	ENST00000529069.5_1	0	+	200	0	NA	NA	NA	NA
chr11	97130887	97131087	ENST00000529088.1_1	0	-	200	200	0.00	0.17	0.02	0.00
chr4	39640660	39640860	ENST00000529094.5_1	0	+	200	200	0.00	1.00	0.14	0.00
chr14	60715607	60715807	ENST00000529171.5_1	0	-	200	200	0.00	1.00	0.20	0.00
chr11	74971068	74971268	ENST00000529215.1_1	0	+	200	200	0.00	1.00	0.39	0.03
chr11	50257689	50257889	ENST00000529219.1_1	0	+	200	200	0.00	0.22	0.06	0.03
chr8	61823013	61823213	ENST00000529234.5_1	0	+	200	200	0.00	1.00	0.48	0.15
chr11	112352790	112352990	ENST00000529238.5_1	0	+	200	200	0.00	1.00	0.35	0.02
chr8	144661830	144662030	ENST00000529247.1_1	0	+	200	200	0.00	1.00	0.24	0.00
chr11	27492695	27492895	ENST00000529258.1_1	0	+	200	200	0.00	0.78	0.05	0.00
chr11	41735984	41736184	ENST00000529282.1_1	0	+	200	200	0.00	0.80	0.06	0.00
chr4	102268841	102269041	ENST00000529296.1_1	0	+	200	200	0.00	1.00	0.21	0.01
chr11	75848675	75848875	ENST00000529298.1_1	0	-	200	200	0.00	0.14	0.01	0.00
chr4	39654928	39655128	ENST00000529314.1_1	0	+	200	200	0.00	0.13	0.03	0.02
chr11	4159449	4159649	ENST00000529323.1_1	0	-	200	200	0.00	1.00	0.76	1.00
chr8	38132559	38132759	ENST00000529325.1_1	0	+	200	200	0.00	1.00	0.23	0.00
chr11	71159617	71159817	ENST00000529369.1_1	0	+	200	200	0.00	0.08	0.00	0.00
chr8	145809325	145809525	ENST00000529377.1_1	0	+	200	200	0.00	0.55	0.03	0.00
chr11	124670247	124670447	ENST00000529392.1_1	0	+	200	200	0.00	1.00	0.43	0.03
chr11	113154612	113154812	ENST00000529416.5_1	0	-	200	200	0.00	0.14	0.00	0.00
chr11	134541818	134542018	ENST00000529417.1_1	0	-	200	200	0.00	0.17	0.01	0.00
chr8	7212717	7212917	ENST00000529456.1_1	0	-	200	200	0.00	0.93	0.11	0.00
chr11	7904429	7904629	ENST00000529488.5_1	0	-	200	200	0.00	0.19	0.01	0.00
chr8	61566003	61566203	ENST00000529518.1_1	0	-	200	200	0.00	0.18	0.00	0.00
chr11	82904605	82904805	ENST00000529607.1_1	0	-	200	200	0.00	1.00	0.24	0.00
chr11	77429356	77429556	ENST00000529656.1_1	0	-	200	200	0.00	0.91	0.09	0.01
chr11	122238480	122238680	ENST00000529733.5_1	0	-	200	200	0.00	1.00	0.54	0.93
chr8	144853933	144854133	ENST00000529743.1_1	0	-	200	200	0.00	1.00	0.29	0.01
chr2	74375072	74375272	ENST00000529783.1_1	0	+	200	200	0.00	1.00	0.14	0.00
chr11	82904605	82904805	ENST00000529811.5_1	0	-	200	200	0.00	1.00	0.24	0.00
chr11	111648921	111649121	ENST00000529841.5_1	0	-	200	200	0.00	0.43	0.02	0.00
chr6	2245896	2246096	ENST00000529893.5_1	0	+	200	200	0.00	1.00	0.04	0.00
chr14	50472809	50473009	ENST00000529902.2_1	0	-	200	200	0.00	0.15	0.00	0.00
chr11	57415812	57416012	ENST00000529908.1_1	0	+	200	200	0.00	1.00	0.18	0.00
chr11	67818120	67818320	ENST00000529934.5_1	0	+	200	200	0.00	1.00	0.36	0.00
chr11	112160933	112161133	ENST00000529938.1_1	0	+	200	200	0.00	0.08	0.00	0.00
chr9	102668781	102668981	ENST00000529965.2_1	0	-	200	200	0.00	1.00	0.17	0.00
chr11	10562778	10562978	ENST00000529979.5_1	0	+	200	200	0.00	1.00	0.08	0.00
chr6	33879146	33879346	ENST00000530000.1_1	0	+	200	200	0.00	0.38	0.02	0.00
chr11	119252420	119252620	ENST00000530002.1_1	0	+	200	200	0.00	1.00	0.41	0.17
chr11	82997063	82997263	ENST00000530045.5_1	0	+	200	200	0.00	1.00	0.17	0.00
chr11	46259835	46260035	ENST00000530049.1_1	0	+	200	200	0.00	1.00	0.64	0.91
chr16	70099755	70099955	ENST00000530079.5_1	0	-	200	200	0.00	1.00	0.42	0.11
chr11	777470	777670	ENST00000530083.1_1	0	+	200	200	0.00	0.09	0.00	0.00
chr11	76689563	76689763	ENST00000530190.1_1	0	-	200	200	0.00	0.47	0.09	0.02
chr8	70755435	70755635	ENST00000530194.1_1	0	+	200	200	0.00	0.17	0.02	0.00
chr11	118507400	118507600	ENST00000530198.1_1	0	+	200	200	0.00	0.34	0.01	0.00
chr11	7533647	7533847	ENST00000530201.1_1	0	-	200	200	0.00	1.00	0.07	0.00
chr8	10967030	10967230	ENST00000530248.2_1	0	-	200	200	0.00	1.00	0.24	0.00
chr11	35159804	35160004	ENST00000530263.1_1	0	-	200	200	0.00	0.79	0.04	0.00
chr11	82783048	82783248	ENST00000530270.2_1	0	+	200	200	0.00	1.00	0.29	0.00
chr11	27661351	27661551	ENST00000530313.1_1	0	+	200	200	0.00	0.99	0.06	0.00
chr11	10886745	10886945	ENST00000530344.1_1	0	+	200	200	0.00	0.53	0.03	0.00
chr6	2245896	2246096	ENST00000530346.5_1	0	+	200	200	0.00	1.00	0.04	0.00
chr8	123501896	123502096	ENST00000530350.2_1	0	-	200	200	0.00	1.00	0.15	0.00
chr11	15932379	15932579	ENST00000530418.1_1	0	+	200	200	0.00	0.15	0.00	0.00
chr11	93454586	93454786	ENST00000530422.1_1	0	+	200	200	0.00	1.00	0.41	0.01
chr20	57285708	57285908	ENST00000530479.1_1	0	+	200	200	0.00	0.41	0.05	0.00
chr11	74166612	74166812	ENST00000530510.1_1	0	+	200	200	0.00	0.57	0.03	0.00
chr16	75509695	75509895	ENST00000530512.3_1	0	+	200	200	0.00	0.60	0.03	0.00
chr11	69975304	69975504	ENST00000530525.1_1	0	+	200	200	0.00	0.01	0.00	0.00
chr11	125462281	125462481	ENST00000530526.1_1	0	-	200	200	0.00	1.00	0.16	0.00
chr11	74851093	74851293	ENST00000530550.1_1	0	-	200	200	0.00	0.10	0.01	0.00
chr11	22359668	22359868	ENST00000530569.5_1	0	-	200	200	0.00	1.00	0.67	0.99
chr11	23186347	23186547	ENST00000530576.5_1	0	+	200	200	0.00	0.17	0.03	0.00
chr11	57405749	57405949	ENST00000530595.1_1	0	+	200	200	0.00	1.00	0.84	1.00
chr8	144631799	144631999	ENST00000530600.1_1	0	-	200	200	0.00	0.19	0.01	0.00
chr11	27528296	27528496	ENST00000530686.5_1	0	+	200	200	0.00	1.00	0.20	0.00
chr11	70244375	70244575	ENST00000530690.1_1	0	-	200	200	0.00	0.11	0.00	0.00
chr8	61429232	61429432	ENST00000530725.5_1	0	-	200	200	0.00	1.00	0.08	0.00
chr11	111885932	111886132	ENST00000530733.1_1	0	+	200	200	0.00	0.89	0.11	0.00
chr11	76155624	76155824	ENST00000530759.1_1	0	-	200	200	0.00	1.00	0.28	0.01
chr8	125486705	125486905	ENST00000530778.1_1	0	-	200	200	0.00	1.00	0.12	0.00
chr11	66033057	66033257	ENST00000530805.1_1	0	-	200	200	0.00	1.00	0.51	0.77
chr11	82903897	82904097	ENST00000530825.5_1	0	-	200	200	0.00	0.23	0.01	0.00
chr11	67897247	67897447	ENST00000530842.1_1	0	+	200	200	0.00	0.97	0.09	0.00
chr11	7456761	7456961	ENST00000530846.1_1	0	-	200	200	0.00	0.82	0.05	0.00
chr11	119243373	119243573	ENST00000530918.2_1	0	+	200	200	0.00	1.00	0.69	0.98
chr11	77581037	77581237	ENST00000530972.1_1	0	-	200	200	0.00	0.63	0.03	0.00
chr11	118875503	118875703	ENST00000531087.1_1	0	-	200	200	0.01	0.24	0.08	0.07
chr11	59383811	59384011	ENST00000531108.1_1	0	+	200	200	0.00	1.00	0.18	0.00
chr11	9454933	9455133	ENST00000531111.1_1	0	-	200	200	0.00	1.00	0.13	0.00
chr1	28908284	28908484	ENST00000531126.5_1	0	-	200	200	0.00	1.00	0.13	0.00
chr11	65564590	65564790	ENST00000531155.1_1	0	-	200	200	0.00	1.00	0.20	0.00
chr11	124616128	124616328	ENST00000531241.1_1	0	-	200	200	0.00	1.00	0.24	0.00
chr11	75525722	75525922	ENST00000531263.1_1	0	-	200	200	0.00	1.00	0.37	0.01
chr11	44092913	44093113	ENST00000531268.1_1	0	+	200	200	0.00	0.16	0.01	0.00
chr11	59442701	59442901	ENST00000531276.1_1	0	+	200	200	0.00	0.79	0.12	0.05
chr1	144874846	144875046	ENST00000531288.1_1	0	+	200	200	0.00	1.00	0.33	0.00
chr11	111699836	111700036	ENST00000531305.1_1	0	-	200	200	0.00	1.00	0.87	1.00
chr11	59387788	59387988	ENST00000531311.1_1	0	+	200	200	0.00	0.92	0.05	0.00
chr11	134306294	134306494	ENST00000531319.1_1	0	+	200	200	0.00	1.00	0.05	0.00
chr11	27241549	27241749	ENST00000531363.1_1	0	-	200	200	0.00	0.24	0.11	0.10
chr8	11659880	11660080	ENST00000531395.1_1	0	-	200	200	0.00	1.00	0.11	0.00
chr11	83354546	83354746	ENST00000531424.5_1	0	+	200	200	0.00	1.00	0.32	0.04
chr11	70165551	70165751	ENST00000531426.1_1	0	+	200	200	0.00	0.06	0.00	0.00
chr16	2014904	2015104	ENST00000531523.1_1	0	+	200	200	0.00	0.10	0.00	0.00
chr11	75926997	75927197	ENST00000531538.1_1	0	-	200	200	0.00	0.39	0.02	0.00
chr8	144778340	144778540	ENST00000531565.1_1	0	+	200	200	0.00	0.87	0.11	0.02
chr11	9025587	9025787	ENST00000531592.1_1	0	+	200	200	0.00	1.00	0.11	0.00
chr11	66115171	66115371	ENST00000531602.1_1	0	+	200	200	0.00	1.00	0.06	0.00
chr14	65689061	65689261	ENST00000531609.1_1	0	-	200	200	0.00	1.00	0.11	0.00
chr9	86323130	86323330	ENST00000531661.1_1	0	+	200	200	0.00	1.00	0.22	0.00
chr11	123059379	123059579	ENST00000531681.1_1	0	+	200	200	0.00	1.00	0.32	0.12
chr8	6698643	6698843	ENST00000531701.1_1	0	+	200	200	0.00	0.03	0.00	0.00
chr6	111920478	111920678	ENST00000531702.1_1	0	+	200	200	0.00	1.00	0.05	0.00
chr11	58910388	58910588	ENST00000531708.1_1	0	-	200	200	0.00	0.16	0.01	0.00
chr8	144655606	144655806	ENST00000531730.1_1	0	+	200	200	0.00	0.03	0.00	0.00
chr11	118271915	118272115	ENST00000531742.1_1	0	-	200	200	0.00	1.00	0.10	0.00
chr11	101017849	101018049	ENST00000531772.1_1	0	+	200	200	0.00	0.29	0.05	0.03
chr11	86667042	86667242	ENST00000531827.1_1	0	+	200	200	0.00	1.00	0.49	0.41
chr11	117689023	117689223	ENST00000531850.2_1	0	+	200	200	0.00	1.00	0.07	0.00
chr11	33183072	33183272	ENST00000531870.5_1	0	+	200	200	0.00	1.00	0.28	0.00
chr11	118915301	118915501	ENST00000531886.1_1	0	+	200	200	0.00	1.00	0.25	0.00
chr16	70099755	70099955	ENST00000531894.5_1	0	-	200	200	0.00	1.00	0.42	0.11
chr11	58696062	58696262	ENST00000531918.1_1	0	-	200	200	0.00	0.14	0.06	0.05
chr11	133907034	133907234	ENST00000531938.1_1	0	+	200	200	0.00	0.08	0.00	0.00
chr11	32062730	32062930	ENST00000531962.1_1	0	-	200	200	0.00	1.00	0.50	0.55
chr11	88244817	88245017	ENST00000531994.1_1	0	+	200	200	0.00	0.71	0.06	0.00
chr11	112832101	112832301	ENST00000532002.1_1	0	-	200	200	0.10	1.00	0.96	1.00
chr11	58825910	58826110	ENST00000532098.1_1	0	-	200	200	0.00	0.13	0.01	0.00
chr11	98547022	98547222	ENST00000532109.1_1	0	+	200	200	0.02	0.35	0.13	0.11
chr11	130184835	130185035	ENST00000532116.3_1	0	+	200	200	0.00	1.00	0.17	0.00
chr6	2245896	2246096	ENST00000532124.5_1	0	+	200	200	0.00	1.00	0.04	0.00
chr1	144858075	144858275	ENST00000532137.1_1	0	+	200	200	0.00	0.90	0.04	0.00
chr11	112151449	112151649	ENST00000532168.2_1	0	+	200	200	0.00	1.00	0.08	0.00
chr14	21492361	21492561	ENST00000532213.2_1	0	+	200	200	0.00	1.00	0.36	0.02
chr11	82429332	82429532	ENST00000532217.1_1	0	-	200	200	0.00	1.00	0.24	0.00
chr6	111804640	111804840	ENST00000532226.1_1	0	+	200	200	0.00	1.00	0.49	0.50
chr8	61429232	61429432	ENST00000532232.1_1	0	-	200	200	0.00	1.00	0.08	0.00
chr11	67797801	67798001	ENST00000532296.1_1	0	-	200	200	0.00	1.00	0.11	0.00
chr11	125034405	125034605	ENST00000532316.1_1	0	-	200	200	0.00	1.00	0.77	1.00
chr11	121971056	121971256	ENST00000532319.1_1	0	-	200	200	0.00	1.00	0.44	0.22
chr11	133907440	133907640	ENST00000532327.1_1	0	+	200	200	0.00	1.00	0.07	0.00
chr6	111804640	111804840	ENST00000532353.1_1	0	+	200	200	0.00	1.00	0.49	0.50
chr11	126029582	126029782	ENST00000532357.1_1	0	+	200	200	0.00	1.00	0.26	0.01
chr7	1609678	1609878	ENST00000532358.5_1	0	+	200	200	0.00	0.74	0.02	0.00
chr11	10804761	10804961	ENST00000532365.1_1	0	+	200	200	0.00	0.96	0.05	0.00
chr11	105972620	105972820	ENST00000532422.1_1	0	-	200	200	0.00	0.03	0.00	0.00
chr11	65558239	65558439	ENST00000532454.1_1	0	-	200	200	0.00	0.72	0.03	0.00
chr19	51917453	51917653	ENST00000532473.1_1	0	+	200	200	0.00	0.16	0.03	0.01
chr11	44629551	44629751	ENST00000532524.1_1	0	-	200	200	0.00	1.00	0.24	0.01
chr11	71416350	71416550	ENST00000532530.1_1	0	-	200	200	0.00	0.35	0.08	0.05
chr11	75307919	75308119	ENST00000532553.1_1	0	-	200	200	0.00	0.98	0.06	0.00
chr6	2398825	2399025	ENST00000532564.6_1	0	+	200	200	0.00	0.17	0.00	0.00
chr11	118401192	118401392	ENST00000532597.5_1	0	-	200	200	0.00	1.00	0.13	0.00
chr11	8986469	8986669	ENST00000532599.5_1	0	+	200	200	0.00	0.98	0.02	0.00
chr11	118306039	118306239	ENST00000532619.1_1	0	-	200	200	0.00	1.00	0.73	1.00
chr11	62373534	62373734	ENST00000532626.1_1	0	+	200	200	0.00	1.00	0.75	1.00
chr4	39640728	39640928	ENST00000532680.1_1	0	+	200	200	0.00	1.00	0.09	0.00
chr19	51919061	51919261	ENST00000532688.1_1	0	+	200	200	0.00	1.00	0.25	0.00
chr8	125957155	125957355	ENST00000532713.1_1	0	+	200	200	0.00	0.31	0.01	0.00
chr8	61545088	61545288	ENST00000532768.1_1	0	-	200	200	0.00	0.03	0.00	0.00
chr11	92698864	92699064	ENST00000532770.1_1	0	+	200	200	0.00	0.26	0.01	0.00
chr11	77850755	77850955	ENST00000532831.1_1	0	+	200	200	0.00	1.00	0.05	0.00
chr12	13540001	13540201	ENST00000532841.5_1	0	-	200	200	0.00	0.61	0.03	0.00
chr11	58907488	58907688	ENST00000532845.1_1	0	-	200	200	0.00	0.64	0.13	0.07
chr11	87783175	87783375	ENST00000532849.1_1	0	+	200	200	0.00	0.91	0.04	0.00
chr11	126079509	126079709	ENST00000532866.1_1	0	-	200	200	0.00	1.00	0.54	0.89
chr11	134349094	134349294	ENST00000532886.2_1	0	+	200	200	0.00	0.09	0.00	0.00
chr22	51181848	51182048	ENST00000532913.1_1	0	-	200	200	0.00	0.77	0.03	0.00
chr11	1594387	1594587	ENST00000532922.1_1	0	+	200	200	0.00	0.63	0.01	0.00
chr11	832764	832964	ENST00000532946.1_1	0	-	200	200	0.00	1.00	0.06	0.00
chr11	123539546	123539746	ENST00000532961.1_1	0	+	200	200	0.00	0.16	0.03	0.01
chr11	27528296	27528496	ENST00000532965.5_1	0	+	200	200	0.00	1.00	0.20	0.00
chr8	14737228	14737428	ENST00000532973.2_1	0	-	200	200	0.00	0.41	0.02	0.00
chr11	126810553	126810753	ENST00000532988.1_1	0	+	200	200	0.00	0.77	0.02	0.00
chr11	109454533	109454733	ENST00000532992.5_1	0	-	200	200	0.00	0.82	0.02	0.00
chr11	13030588	13030788	ENST00000533002.1_1	0	-	200	200	0.00	1.00	0.04	0.00
chr11	125808837	125809037	ENST00000533033.2_1	0	-	200	200	0.00	1.00	0.31	0.00
chr17	70085253	70085453	ENST00000533039.2_1	0	-	200	200	0.00	0.08	0.00	0.00
chr11	25756220	25756420	ENST00000533049.5_1	0	+	200	200	0.00	0.14	0.02	0.00
chr11	83356683	83356883	ENST00000533101.5_1	0	+	200	200	0.00	1.00	0.64	0.81
chr11	122427310	122427510	ENST00000533109.6_2	0	-	200	200	0.04	0.20	0.10	0.09
chr15	40987194	40987394	ENST00000533146.5_1	0	-	200	200	0.00	1.00	0.19	0.00
chr11	36407972	36408172	ENST00000533203.1_1	0	+	200	200	0.00	0.18	0.01	0.00
chr11	45928722	45928922	ENST00000533218.1_1	0	-	200	200	0.00	1.00	0.26	0.00
chr11	58910388	58910588	ENST00000533220.1_1	0	-	200	200	0.00	0.16	0.01	0.00
chr11	119600184	119600384	ENST00000533253.1_1	0	+	200	200	0.00	1.00	0.29	0.01
chr8	125954186	125954386	ENST00000533286.5_1	0	+	200	200	0.00	1.00	0.16	0.00
chr11	66035782	66035982	ENST00000533287.1_1	0	-	200	200	0.00	1.00	0.17	0.00
chr8	70746257	70746457	ENST00000533300.1_1	0	+	200	200	0.00	1.00	0.21	0.00
chr8	38259101	38259301	ENST00000533301.1_1	0	-	200	200	0.00	1.00	0.12	0.01
chr6	33864593	33864793	ENST00000533304.1_1	0	-	200	200	0.00	0.01	0.00	0.00
chr11	67395026	67395226	ENST00000533311.1_1	0	-	200	200	0.00	0.85	0.01	0.00
chr8	11417944	11418144	ENST00000533322.1_1	0	-	200	200	0.00	0.28	0.01	0.00
chr11	82808149	82808349	ENST00000533329.1_1	0	-	200	200	0.00	0.17	0.01	0.00
chr11	134306346	134306546	ENST00000533390.5_1	0	+	200	200	0.00	0.11	0.00	0.00
chr8	11659880	11660080	ENST00000533405.1_1	0	-	200	200	0.00	1.00	0.11	0.00
chr11	76479168	76479368	ENST00000533437.1_1	0	-	200	200	0.00	0.16	0.00	0.00
chr1	151763210	151763410	ENST00000533481.1_1	0	+	200	200	0.00	1.00	0.16	0.00
chr11	66247612	66247812	ENST00000533502.1_1	0	-	200	200	0.00	1.00	0.14	0.00
chr11	113185074	113185274	ENST00000533504.1_1	0	-	200	200	0.00	0.50	0.01	0.00
chr14	50459713	50459913	ENST00000533506.5_1	0	-	200	200	0.00	1.00	0.19	0.00
chr11	82783048	82783248	ENST00000533528.1_1	0	+	200	200	0.00	1.00	0.29	0.00
chr11	59333498	59333698	ENST00000533552.2_1	0	-	200	200	0.00	0.17	0.01	0.00
chr2	74375072	74375272	ENST00000533563.1_1	0	+	200	200	0.00	1.00	0.14	0.00
chr11	66029197	66029397	ENST00000533576.1_1	0	-	200	200	0.00	1.00	0.89	1.00
chr11	23186634	23186834	ENST00000533591.1_1	0	+	200	200	0.00	0.12	0.02	0.01
chr8	7812497	7812697	ENST00000533615.1_1	0	+	200	200	0.00	0.02	0.00	0.00
chr11	7904429	7904629	ENST00000533634.1_1	0	-	200	200	0.00	0.19	0.01	0.00
chr6	2245946	2246146	ENST00000533653.5_1	0	+	200	200	0.00	1.00	0.05	0.00
chr11	9860480	9860680	ENST00000533659.1_1	0	+	200	200	0.00	1.00	0.16	0.00
chr11	67653062	67653262	ENST00000533670.1_1	0	+	200	200	0.06	0.42	0.21	0.19
chr11	7486905	7487105	ENST00000533684.1_1	0	-	200	200	0.00	0.63	0.11	0.05
chr11	7486921	7487121	ENST00000533693.5_1	0	-	200	200	0.00	0.63	0.11	0.05
chr11	77726150	77726350	ENST00000533697.1_1	0	+	200	200	0.02	0.61	0.24	0.21
chr11	82783048	82783248	ENST00000533708.1_1	0	+	200	200	0.00	1.00	0.29	0.00
